THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,1001,0.21978021978021978,0.002997002997002997,0.001998001998001998
2,1000,0.15,0.001,0.0
3,999,0.10510510510510511,0.0,0.0
4,998,0.0871743486973948,0.0,0.0
5,997,0.0712136409227683,0.0,0.0
6,996,0.06224899598393574,0.0,0.0
7,995,0.05628140703517588,0.0,0.0
8,994,0.052313883299798795,0.0,0.0
9,993,0.0473313192346425,0.0,0.0
10,992,0.04435483870967742,0.0,0.0
11,991,0.03733602421796166,0.0,0.0
12,990,0.03636363636363636,0.0,0.0
13,989,0.032355915065722954,0.0,0.0
14,988,0.03137651821862348,0.0,0.0
15,987,0.02735562310030395,0.0,0.0
16,986,0.02535496957403651,0.0,0.0
17,985,0.02233502538071066,0.0,0.0
18,984,0.021341463414634148,0.0,0.0
19,983,0.018311291963377416,0.0,0.0
20,982,0.017311608961303463,0.0,0.0
21,981,0.014271151885830785,0.0,0.0
22,980,0.013265306122448979,0.0,0.0
23,979,0.010214504596527068,0.0,0.0
24,978,0.007157464212678937,0.0,0.0
25,977,0.006141248720573183,0.0,0.0
26,976,0.005122950819672131,0.0,0.0
27,975,0.005128205128205128,0.0,0.0
28,974,0.004106776180698152,0.0,0.0
29,973,0.0041109969167523125,0.0,0.0
