THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,610,1.0,1.0,1.0
2,609,0.9983579638752053,0.9983579638752053,0.9983579638752053
3,608,0.9967105263157895,0.9967105263157895,0.9967105263157895
4,607,0.9950576606260296,0.9950576606260296,0.9950576606260296
5,606,0.9933993399339934,0.9933993399339934,0.9933993399339934
6,605,0.9917355371900827,0.9917355371900827,0.9917355371900827
7,604,0.9900662251655629,0.9900662251655629,0.9900662251655629
8,603,0.988391376451078,0.988391376451078,0.988391376451078
9,602,0.9867109634551495,0.9867109634551495,0.9867109634551495
10,601,0.9850249584026622,0.9850249584026622,0.9850249584026622
11,600,0.9833333333333333,0.9833333333333333,0.9833333333333333
12,599,0.9816360601001669,0.9816360601001669,0.9816360601001669
13,598,0.979933110367893,0.979933110367893,0.979933110367893
14,597,0.9782244556113903,0.9782244556113903,0.9782244556113903
15,596,0.9765100671140939,0.9765100671140939,0.9765100671140939
16,595,0.9747899159663865,0.9747899159663865,0.9747899159663865
17,594,0.9730639730639731,0.9730639730639731,0.9730639730639731
18,593,0.9713322091062394,0.9713322091062394,0.9713322091062394
19,592,0.9695945945945946,0.9695945945945946,0.9695945945945946
20,591,0.9678510998307953,0.9678510998307953,0.9678510998307953
21,590,0.9661016949152542,0.9661016949152542,0.9661016949152542
22,589,0.9626485568760611,0.9643463497453311,0.9643463497453311
23,588,0.9591836734693877,0.9625850340136054,0.9625850340136054
24,587,0.9557069846678024,0.9608177172061328,0.9608177172061328
25,586,0.9522184300341296,0.9590443686006825,0.9590443686006825
26,585,0.9487179487179487,0.9572649572649573,0.9572649572649573
27,584,0.9452054794520548,0.9554794520547946,0.9554794520547946
28,583,0.9433962264150944,0.9536878216123499,0.9536878216123499
29,582,0.9415807560137457,0.9518900343642611,0.9518900343642611
