THR,Frames,FPR,TPR,TTD
1,411,0.05555555555555555,0.4521452145214521,19345
2,410,0.027777777777777776,0.40728476821192056,19545
3,409,0.009259259259259259,0.3687707641196013,19745
4,408,0.0,0.32666666666666666,19945
5,407,0.0,0.2909698996655518,20145
6,406,0.0,0.26174496644295303,20345
7,405,0.0,0.23905723905723905,20545
8,404,0.0,0.21283783783783783,20745
9,403,0.0,0.1864406779661017,20944
10,402,0.0,0.17346938775510204,26945
11,401,0.0,0.16382252559726962,27144
12,400,0.0,0.1541095890410959,27344
13,399,0.0,0.14432989690721648,27545
14,398,0.0,0.13448275862068965,27745
15,397,0.0,0.12802768166089964,27945
16,396,0.0,0.12152777777777778,28145
17,395,0.0,0.11498257839721254,28345
18,394,0.0,0.10839160839160839,28545
19,393,0.0,0.10175438596491228,32545
20,392,0.0,0.09859154929577464,32745
21,391,0.0,0.09540636042402827,32945
22,390,0.0,0.09219858156028368,33145
23,389,0.0,0.08896797153024912,33344
24,388,0.0,0.08571428571428572,33544
25,387,0.0,0.08243727598566308,33745
26,386,0.0,0.07913669064748201,33945
27,385,0.0,0.07581227436823104,34145
28,384,0.0,0.07246376811594203,34345
29,383,0.0,0.06909090909090909,34545
