THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,610,0.2442622950819672,0.001639344262295082,0.9590163934426229
2,609,0.15763546798029557,0.0,0.9556650246305419
3,608,0.125,0.0,0.9539473684210527
4,607,0.1070840197693575,0.0,0.9522240527182867
5,606,0.09075907590759076,0.0,0.9504950495049505
6,605,0.08099173553719008,0.0,0.9487603305785124
7,604,0.07119205298013245,0.0,0.9470198675496688
8,603,0.06467661691542288,0.0,0.945273631840796
9,602,0.054817275747508304,0.0,0.9435215946843853
10,601,0.048252911813643926,0.0,0.9417637271214643
11,600,0.041666666666666664,0.0,0.94
12,599,0.03672787979966611,0.0,0.9382303839732888
13,598,0.028428093645484948,0.0,0.9364548494983278
14,597,0.023450586264656615,0.0,0.9346733668341709
15,596,0.016778523489932886,0.0,0.9328859060402684
16,595,0.015126050420168067,0.0,0.9310924369747899
17,594,0.010101010101010102,0.0,0.9292929292929293
18,593,0.008431703204047217,0.0,0.927487352445194
19,592,0.006756756756756757,0.0,0.9256756756756757
20,591,0.005076142131979695,0.0,0.9238578680203046
21,590,0.001694915254237288,0.0,0.9220338983050848
22,589,0.0,0.0,0.9202037351443124
23,588,0.0,0.0,0.9183673469387755
24,587,0.0,0.0,0.9165247018739353
25,586,0.0,0.0,0.9146757679180887
26,585,0.0,0.0,0.9128205128205128
27,584,0.0,0.0,0.910958904109589
28,583,0.0,0.0,0.9090909090909091
29,582,0.0,0.0,0.9072164948453608
