THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,435,1.0,1.0,0.6137931034482759
2,434,0.9976958525345622,0.9976958525345622,0.45622119815668205
3,433,0.9953810623556582,0.9953810623556582,0.3510392609699769
4,432,0.9930555555555556,0.9930555555555556,0.2847222222222222
5,431,0.9907192575406032,0.9907192575406032,0.23665893271461716
6,430,0.9883720930232558,0.9883720930232558,0.19767441860465115
7,429,0.986013986013986,0.986013986013986,0.1655011655011655
8,428,0.9836448598130841,0.9836448598130841,0.13317757009345793
9,427,0.9812646370023419,0.9812646370023419,0.10772833723653395
10,426,0.9788732394366197,0.9788732394366197,0.09154929577464789
11,425,0.9764705882352941,0.9764705882352941,0.08
12,424,0.9740566037735849,0.9740566037735849,0.07311320754716981
13,423,0.9716312056737588,0.9716312056737588,0.06855791962174941
14,422,0.9691943127962085,0.9691943127962085,0.06398104265402843
15,421,0.9667458432304038,0.9667458432304038,0.06175771971496437
16,420,0.9642857142857143,0.9642857142857143,0.05952380952380952
17,419,0.9618138424821002,0.9618138424821002,0.057279236276849645
18,418,0.9593301435406698,0.9593301435406698,0.05502392344497608
19,417,0.9568345323741008,0.9568345323741008,0.05275779376498801
20,416,0.9543269230769231,0.9543269230769231,0.05048076923076923
21,415,0.9518072289156626,0.9518072289156626,0.04819277108433735
22,414,0.9492753623188406,0.9492753623188406,0.04589371980676329
23,413,0.9467312348668281,0.9467312348668281,0.043583535108958835
24,412,0.9441747572815534,0.9441747572815534,0.0412621359223301
25,411,0.9416058394160584,0.9416058394160584,0.038929440389294405
26,410,0.9390243902439024,0.9390243902439024,0.036585365853658534
27,409,0.9364303178484108,0.9364303178484108,0.034229828850855744
28,408,0.9338235294117647,0.9338235294117647,0.031862745098039214
29,407,0.9312039312039312,0.9312039312039312,0.029484029484029485
