THR,Frames,FPR,TPR,TTD
1,342,0.38461538461538464,0.3432343234323432,2139
2,341,0.28205128205128205,0.2947019867549669,2339
3,340,0.2564102564102564,0.2558139534883721,2539
4,339,0.20512820512820512,0.22333333333333333,2739
5,338,0.15384615384615385,0.19063545150501673,2939
6,337,0.10256410256410256,0.1644295302013423,3139
7,336,0.05128205128205128,0.13804713804713806,3339
8,335,0.0,0.11486486486486487,3540
9,334,0.0,0.09491525423728814,3740
10,333,0.0,0.0782312925170068,3940
11,332,0.0,0.06143344709897611,4140
12,331,0.0,0.04794520547945205,4339
13,330,0.0,0.037800687285223365,4539
14,329,0.0,0.027586206896551724,4739
15,328,0.0,0.01730103806228374,4939
16,327,0.0,0.013888888888888888,5139
17,326,0.0,0.010452961672473868,5339
18,325,0.0,0.006993006993006993,5539
19,324,0.0,0.0035087719298245615,5740
20,323,0.0,0.0,0
