THR,Frames,FPR,TPR,TTD
1,342,0.358974358974359,0.37623762376237624,127
2,341,0.28205128205128205,0.3211920529801324,127
3,340,0.23076923076923078,0.2757475083056478,127
4,339,0.1794871794871795,0.23333333333333334,127
5,338,0.1282051282051282,0.19732441471571907,127
6,337,0.10256410256410256,0.1644295302013423,127
7,336,0.07692307692307693,0.13468013468013468,127
8,335,0.05128205128205128,0.10472972972972973,127
9,334,0.02564102564102564,0.08135593220338982,127
10,333,0.0,0.061224489795918366,127
11,332,0.0,0.040955631399317405,33127
12,331,0.0,0.03424657534246575,33327
13,330,0.0,0.027491408934707903,33527
14,329,0.0,0.020689655172413793,33727
15,328,0.0,0.01384083044982699,33927
16,327,0.0,0.006944444444444444,34127
17,326,0.0,0.003484320557491289,34327
18,325,0.0,0.0,0
