THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,405,0.9975308641975309,0.8395061728395061,0.8864197530864197
2,404,0.9925742574257426,0.7821782178217822,0.8737623762376238
3,403,0.9875930521091811,0.7543424317617866,0.8635235732009926
4,402,0.9825870646766169,0.7388059701492538,0.8507462686567164
5,401,0.9775561097256857,0.7231920199501247,0.8379052369077307
6,400,0.97,0.7075,0.825
7,399,0.9624060150375939,0.6942355889724311,0.8120300751879699
8,398,0.9547738693467337,0.678391959798995,0.7989949748743719
9,397,0.947103274559194,0.6599496221662469,0.7884130982367759
10,396,0.9343434343434344,0.6414141414141414,0.7828282828282829
11,395,0.9215189873417722,0.6227848101265823,0.7772151898734178
12,394,0.9086294416243654,0.6065989847715736,0.7715736040609137
13,393,0.8956743002544529,0.5903307888040712,0.7659033078880407
14,392,0.8826530612244898,0.5739795918367347,0.7602040816326531
15,391,0.8721227621483376,0.5626598465473146,0.7544757033248082
16,390,0.8641025641025641,0.5538461538461539,0.7487179487179487
17,389,0.8586118251928021,0.5475578406169666,0.7403598971722365
18,388,0.8556701030927835,0.5412371134020618,0.7319587628865979
19,387,0.8527131782945736,0.5322997416020672,0.7235142118863049
20,386,0.8497409326424871,0.5233160621761658,0.7150259067357513
21,385,0.8467532467532467,0.5142857142857142,0.7064935064935065
22,384,0.84375,0.5052083333333334,0.6979166666666666
23,383,0.8407310704960835,0.4960835509138381,0.6892950391644909
24,382,0.8350785340314136,0.4869109947643979,0.680628272251309
25,381,0.8293963254593176,0.4776902887139108,0.6745406824146981
26,380,0.8263157894736842,0.4710526315789474,0.6684210526315789
27,379,0.8232189973614775,0.46437994722955145,0.662269129287599
28,378,0.8201058201058201,0.4576719576719577,0.656084656084656
29,377,0.8169761273209549,0.4509283819628647,0.649867374005305
