THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,535,0.9981308411214953,0.6747663551401869,0.5962616822429907
2,534,0.9943820224719101,0.6460674157303371,0.5692883895131086
3,533,0.9924953095684803,0.6285178236397748,0.5422138836772983
4,532,0.9906015037593985,0.6109022556390977,0.5150375939849624
5,531,0.9887005649717514,0.5969868173258004,0.4896421845574388
6,530,0.9867924528301887,0.5830188679245283,0.469811320754717
7,529,0.9848771266540642,0.5689981096408318,0.4499054820415879
8,528,0.9829545454545454,0.553030303030303,0.42992424242424243
9,527,0.9791271347248577,0.5351043643263758,0.4117647058823529
10,526,0.9752851711026616,0.5190114068441065,0.39543726235741444
11,525,0.9695238095238096,0.5047619047619047,0.379047619047619
12,524,0.9637404580152672,0.4904580152671756,0.36259541984732824
13,523,0.9579349904397706,0.47992351816443596,0.3479923518164436
14,522,0.9521072796934866,0.46934865900383144,0.33524904214559387
15,521,0.946257197696737,0.45873320537428025,0.32245681381957775
16,520,0.9403846153846154,0.4480769230769231,0.31346153846153846
17,519,0.9344894026974951,0.4393063583815029,0.3044315992292871
18,518,0.9285714285714286,0.4305019305019305,0.2953667953667954
19,517,0.9226305609284333,0.4197292069632495,0.2862669245647969
20,516,0.9166666666666666,0.40891472868217055,0.2771317829457364
21,515,0.9106796116504854,0.39805825242718446,0.26796116504854367
22,514,0.9046692607003891,0.38715953307393,0.2587548638132296
23,513,0.8966861598440545,0.3762183235867446,0.24951267056530213
24,512,0.88671875,0.36328125,0.240234375
25,511,0.8767123287671232,0.3522504892367906,0.2328767123287671
26,510,0.8647058823529412,0.3411764705882353,0.22549019607843138
27,509,0.8526522593320236,0.3300589390962672,0.2180746561886051
28,508,0.8405511811023622,0.3188976377952756,0.2106299212598425
29,507,0.8284023668639053,0.3076923076923077,0.20315581854043394
