TimeUS,gprLat,gprLng,gprAlt,gprGC,gpGC,gprN,gprE,gprD
 54693947, -353632575, 1491652029, -1132560946, 0, 0, 0, 0, 0
 54713939, -353632575, 1491652029, -1124168853, 0, 0, 0, 0, 0
 54733931, -353632575, 1491652029, -1124408383, 0, 0, 0, 0, 0
 54753923, -353632575, 1491652029, -1124655294, 0, 0, 0, 0, 0
 54773915, -353632575, 1491652029, -1124940534, 0, 0, 0, 0, 0
 54793907, -353632575, 1491652029, -1125191809, 0, 0, 0, 0, 0
 54813899, -353632575, 1491652029, -1125441306, 0, 0, 0, 0, 0
 54833891, -353632473, 1491652861, -1125664769, 0, 0, 0, 0, 0
 54853883, -353632473, 1491652861, -1125953825, 0, 0, 0, 0, 0
 54873875, -353632473, 1491652861, -1126188980, 0, 0, 0, 0, 0
 54893867, -353632473, 1491652861, -1126483771, 0, 0, 0, 0, 0
 54913859, -353632473, 1491652861, 1008920992, 0, 0, 0, 0, 0
 54933851, -353632473, 1491652861, 1009319768, 0, 0, 0, 0, 0
 54953843, -353632473, 1491652861, 1009909602, 0, 0, 0, 0, 0
 54973835, -353632473, 1491652861, 1010506045, 0, 0, 0, 0, 0
 54993827, -353632473, 1491652861, 1011089446, 0, 0, 0, 0, 0
 55013819, -353632473, 1491652861, 1011723697, 0, 0, 0, 0, 0
 55033811, -353633042, 1491652524, 1012331066, 0, 0, 0, 0, 0
 55053803, -353633042, 1491652524, 1012895819, 0, 0, 0, 0, 0
 55073795, -353633042, 1491652524, 1013617783, 0, 0, 0, 0, 0
 55093787, -353633042, 1491652524, 1014291598, 0, 0, 0, 0, 0
 55113779, -353633042, 1491652524, 1019820736, 0, 0, 0, 0, 0
 55133771, -353633042, 1491652524, 1020096545, 0, 0, 0, 0, 0
 55153763, -353633042, 1491652524, 1020398669, 0, 0, 0, 0, 0
 55173755, -353633042, 1491652524, 1020693318, 0, 0, 0, 0, 0
 55193747, -353633042, 1491652524, 1020976181, 0, 0, 0, 0, 0
 55213739, -353633042, 1491652524, 1021165473, 0, 0, 0, 0, 0
 55233731, -353633298, 1491652299, 1021255594, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55253723, -353633298, 1491652299, 1021270696, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55273715, -353633298, 1491652299, 1021051608, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55293707, -353633298, 1491652299, 1020612618, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55313699, -353633298, 1491652299, 1016654322, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55333691, -353633298, 1491652299, 1015738002, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55353683, -353633298, 1491652299, 1014213033, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55373675, -353633298, 1491652299, 1011239993, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55393667, -353633298, 1491652299, 1007517171, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55413659, -353633298, 1491652299, 1000269301, 353.0064, 353.0064, 0.009000001, -0.001, 0
 55433651, -353632937, 1491652395, 978358032, 352.9229, 352.9229, 0.248, -0.03, 0
 55453643, -353632937, 1491652395, -1148737157, 352.9229, 352.9229, 0.248, -0.03, 0
 55473635, -353632937, 1491652395, -1138992914, 352.9229, 352.9229, 0.248, -0.03, 0
 55493627, -353632937, 1491652395, -1133103530, 352.9229, 352.9229, 0.248, -0.03, 0
 55513619, -353632937, 1491652395, -1130510700, 352.9229, 352.9229, 0.248, -0.03, 0
 55533611, -353632937, 1491652395, -1126312533, 352.9229, 352.9229, 0.248, -0.03, 0
 55553603, -353632937, 1491652395, -1123017862, 352.9229, 352.9229, 0.248, -0.03, 0
 55573595, -353632937, 1491652395, -1120579829, 352.9229, 352.9229, 0.248, -0.03, 0
 55593587, -353632937, 1491652395, -1118335377, 352.9229, 352.9229, 0.248, -0.03, 0
 55613579, -353632937, 1491652395, -1115836387, 352.9229, 352.9229, 0.248, -0.03, 0
 55633571, -353632213, 1491652960, -1114323097, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55653563, -353632213, 1491652960, -1112808714, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55673555, -353632213, 1491652960, -1111219812, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55693547, -353632213, 1491652960, -1109686255, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55713539, -353632213, 1491652960, -1113000595, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55733531, -353632213, 1491652960, -1111172324, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55753523, -353632213, 1491652960, -1109462295, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55773515, -353632213, 1491652960, -1107544825, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55793507, -353632213, 1491652960, -1106461554, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55813499, -353632213, 1491652960, -1105389123, 352.9734, 352.9734, 0.932, -0.114, -0.002
 55833491, -353633079, 1491652430, -1104339185, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 55853483, -353633079, 1491652430, -1103231656, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 55873475, -353633079, 1491652430, -1102092809, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 55894300, -353633079, 1491652430, -1100894961, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 55914292, -353633079, 1491652430, -1099663056, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 55934284, -353633079, 1491652430, -1098661095, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 55954276, -353633079, 1491652430, -1098030909, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 55974268, -353633079, 1491652430, -1097407656, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 55994260, -353633079, 1491652430, -1096748950, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 56014252, -353633079, 1491652430, -1096021202, 353.0255, 353.0255, 2.091, -0.255, -0.009000001
 56034244, -353633060, 1491653132, -1095239646, 352.9824, 352.9824, 3.698, -0.455, -0.018
 56054236, -353633060, 1491653132, -1094460239, 352.9824, 352.9824, 3.698, -0.455, -0.018
