Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.9,0.7325581395348837,0.24,0.4418604651162791,0.0,0.011627906976744186
2,0.78,0.6352941176470588,0.18,0.3176470588235294,0.0,0.0
3,0.64,0.47619047619047616,0.14,0.23809523809523808,0.0,0.0
4,0.44,0.3493975903614458,0.1,0.18072289156626506,0.0,0.0
5,0.2,0.21951219512195122,0.06,0.13414634146341464,0.0,0.0
6,0.08,0.04938271604938271,0.04,0.08641975308641975,0.0,0.0
7,0.06,0.0375,0.02,0.0375,0.0,0.0
8,0.02,0.02531645569620253,0.0,0.0,0.0,0.0
9,0.0,0.02564102564102564,0.0,0.0,0.0,0.0
10,0.0,0.012987012987012988,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
