THR,Frames,FPR,TPR,TTD
1,175,0.8152173913043478,0.8795180722891566,572
2,174,0.42391304347826086,0.7804878048780488,3659
3,173,0.33695652173913043,0.7654320987654321,3859
4,172,0.2608695652173913,0.75,4059
5,171,0.17391304347826086,0.7341772151898734,4259
6,170,0.09782608695652174,0.717948717948718,4459
7,169,0.05434782608695652,0.7012987012987013,4659
8,168,0.05434782608695652,0.6842105263157895,4859
9,167,0.043478260869565216,0.6666666666666666,5059
10,166,0.03260869565217391,0.6486486486486487,5259
11,165,0.021739130434782608,0.6301369863013698,5459
12,164,0.021739130434782608,0.6111111111111112,5659
13,163,0.021739130434782608,0.5915492957746479,5859
14,162,0.021739130434782608,0.5714285714285714,6059
15,161,0.010869565217391304,0.5507246376811594,6259
16,160,0.0,0.5294117647058824,6459
17,159,0.0,0.5074626865671642,6659
18,158,0.0,0.48484848484848486,6859
19,157,0.0,0.46153846153846156,7059
20,156,0.0,0.4375,7279
21,155,0.0,0.4126984126984127,7459
22,154,0.0,0.3870967741935484,7661
23,153,0.0,0.36065573770491804,7860
24,152,0.0,0.3333333333333333,8059
25,151,0.0,0.3050847457627119,8260
26,150,0.0,0.27586206896551724,8460
27,149,0.0,0.24561403508771928,8660
28,148,0.0,0.21428571428571427,8860
29,147,0.0,0.18181818181818182,9060
30,146,0.0,0.14814814814814814,9260
