THR,Frames,FPR,TPR,TTD
1,215,0.6302521008403361,0.7708333333333334,3704
2,214,0.2857142857142857,0.7263157894736842,5214
3,213,0.12605042016806722,0.7127659574468085,5414
4,212,0.05042016806722689,0.6989247311827957,5614
5,211,0.01680672268907563,0.6847826086956522,5814
6,210,0.01680672268907563,0.6703296703296703,6014
7,209,0.01680672268907563,0.6555555555555556,6214
8,208,0.0,0.6404494382022472,6414
9,207,0.0,0.625,6614
10,206,0.0,0.6091954022988506,6814
11,205,0.0,0.5930232558139535,7014
12,204,0.0,0.5764705882352941,7214
13,203,0.0,0.5595238095238095,7414
14,202,0.0,0.5421686746987951,7614
15,201,0.0,0.524390243902439,7814
16,200,0.0,0.5061728395061729,8014
17,199,0.0,0.4875,8214
18,198,0.0,0.46835443037974683,8414
19,197,0.0,0.44871794871794873,8614
20,196,0.0,0.42857142857142855,8814
21,195,0.0,0.40789473684210525,9034
22,194,0.0,0.38666666666666666,9214
23,193,0.0,0.36486486486486486,9414
24,192,0.0,0.3424657534246575,9614
25,191,0.0,0.3194444444444444,9814
26,190,0.0,0.29577464788732394,10014
27,189,0.0,0.2714285714285714,10214
28,188,0.0,0.2463768115942029,10414
29,187,0.0,0.22058823529411764,10614
30,186,0.0,0.19402985074626866,10814
