THR,Frames,FPR,TPR,TTD
1,317,0.2,0.7616279069767442,1731
2,316,0.027586206896551724,0.6666666666666666,11479
3,315,0.0,0.6588235294117647,11679
4,314,0.0,0.650887573964497,11879
5,313,0.0,0.6428571428571429,12079
6,312,0.0,0.6347305389221557,12279
7,311,0.0,0.6265060240963856,12479
8,310,0.0,0.6181818181818182,12679
9,309,0.0,0.6097560975609756,12879
10,308,0.0,0.6012269938650306,13079
11,307,0.0,0.5925925925925926,13300
12,306,0.0,0.5838509316770186,13479
13,305,0.0,0.575,13679
14,304,0.0,0.5660377358490566,13879
15,303,0.0,0.5569620253164557,14079
16,302,0.0,0.5477707006369427,14279
17,301,0.0,0.5384615384615384,14479
18,300,0.0,0.5290322580645161,14679
19,299,0.0,0.5194805194805194,14879
20,298,0.0,0.5098039215686274,15079
21,297,0.0,0.5,15279
22,296,0.0,0.4900662251655629,15479
23,295,0.0,0.48,15679
24,294,0.0,0.4697986577181208,15879
25,293,0.0,0.4594594594594595,16079
26,292,0.0,0.4489795918367347,16279
27,291,0.0,0.4383561643835616,16479
28,290,0.0,0.42758620689655175,16679
29,289,0.0,0.4166666666666667,16879
30,288,0.0,0.40559440559440557,17079
