THR,Frames,FPR,TPR,TTD
1,251,0.47619047619047616,0.9134615384615384,82
2,250,0.1360544217687075,0.7766990291262136,12
3,249,0.061224489795918366,0.7352941176470589,192
4,248,0.006802721088435374,0.693069306930693,412
5,247,0.0,0.66,612
6,246,0.0,0.6363636363636364,812
7,245,0.0,0.6122448979591837,992
8,244,0.0,0.5876288659793815,7992
9,243,0.0,0.5729166666666666,8212
10,242,0.0,0.5578947368421052,8412
11,241,0.0,0.5425531914893617,8612
12,240,0.0,0.5268817204301075,8812
13,239,0.0,0.5108695652173914,9012
14,238,0.0,0.4945054945054945,9212
15,237,0.0,0.4777777777777778,9412
16,236,0.0,0.4606741573033708,9612
17,235,0.0,0.4431818181818182,9792
18,234,0.0,0.42528735632183906,10012
19,233,0.0,0.4069767441860465,10212
20,232,0.0,0.38823529411764707,10412
21,231,0.0,0.36904761904761907,10592
22,230,0.0,0.3493975903614458,10812
23,229,0.0,0.32926829268292684,11012
24,228,0.0,0.30864197530864196,11212
25,227,0.0,0.2875,11412
26,226,0.0,0.26582278481012656,11612
27,225,0.0,0.24358974358974358,11812
28,224,0.0,0.22077922077922077,12012
29,223,0.0,0.19736842105263158,12212
30,222,0.0,0.17333333333333334,12392
