THR,Frames,FPR,TPR,TTD
1,195,0.46464646464646464,0.7708333333333334,41
2,194,0.15151515151515152,0.631578947368421,7116
3,193,0.04040404040404041,0.6170212765957447,7316
4,192,0.0,0.6021505376344086,7516
5,191,0.0,0.5869565217391305,7696
6,190,0.0,0.5714285714285714,7896
7,189,0.0,0.5555555555555556,8096
8,188,0.0,0.5393258426966292,8316
9,187,0.0,0.5227272727272727,8516
10,186,0.0,0.5057471264367817,8716
11,185,0.0,0.4883720930232558,8916
12,184,0.0,0.47058823529411764,9116
13,183,0.0,0.4523809523809524,9316
14,182,0.0,0.43373493975903615,9516
15,181,0.0,0.4146341463414634,9716
16,180,0.0,0.3950617283950617,9916
17,179,0.0,0.375,10116
18,178,0.0,0.35443037974683544,10316
19,177,0.0,0.3333333333333333,10516
20,176,0.0,0.3116883116883117,10696
21,175,0.0,0.2894736842105263,10916
22,174,0.0,0.26666666666666666,11116
23,173,0.0,0.24324324324324326,11316
24,172,0.0,0.2191780821917808,11516
25,171,0.0,0.19444444444444445,11716
26,170,0.0,0.16901408450704225,11916
27,169,0.0,0.14285714285714285,12116
28,168,0.0,0.11594202898550725,12316
29,167,0.0,0.08823529411764706,12516
30,166,0.0,0.05970149253731343,12716
