THR,Frames,FPR,TPR,TTD
1,194,0.6037735849056604,0.9772727272727273,436
2,193,0.27358490566037735,0.8275862068965517,2336
3,192,0.2169811320754717,0.8023255813953488,2536
4,191,0.16037735849056603,0.7764705882352941,2736
5,190,0.09433962264150944,0.75,4336
6,189,0.05660377358490566,0.7349397590361446,4536
7,188,0.05660377358490566,0.7195121951219512,4736
8,187,0.05660377358490566,0.7037037037037037,4936
9,186,0.05660377358490566,0.6875,5136
10,185,0.02830188679245283,0.6708860759493671,5336
11,184,0.02830188679245283,0.6538461538461539,5536
12,183,0.02830188679245283,0.6363636363636364,5736
13,182,0.018867924528301886,0.618421052631579,5956
14,181,0.018867924528301886,0.6,6136
15,180,0.018867924528301886,0.581081081081081,6336
16,179,0.018867924528301886,0.5616438356164384,6536
17,178,0.009433962264150943,0.5416666666666666,6736
18,177,0.009433962264150943,0.5211267605633803,6936
19,176,0.009433962264150943,0.5,7136
20,175,0.0,0.4782608695652174,7336
21,174,0.0,0.45588235294117646,7536
22,173,0.0,0.43283582089552236,7736
23,172,0.0,0.4090909090909091,7936
24,171,0.0,0.38461538461538464,8136
25,170,0.0,0.359375,8336
26,169,0.0,0.3333333333333333,8536
27,168,0.0,0.3064516129032258,8736
28,167,0.0,0.2786885245901639,8936
29,166,0.0,0.25,9136
30,165,0.0,0.22033898305084745,9336
