THR,Frames,FPR,TPR,TTD
1,148,0.7611940298507462,0.9753086419753086,17
2,147,0.3283582089552239,0.8375,217
3,146,0.11940298507462686,0.7974683544303798,2217
4,145,0.029850746268656716,0.7692307692307693,2397
5,144,0.014925373134328358,0.7402597402597403,2617
6,143,0.0,0.7105263157894737,2817
7,142,0.0,0.68,3017
8,141,0.0,0.6486486486486487,5217
9,140,0.0,0.6301369863013698,5417
10,139,0.0,0.6111111111111112,5597
11,138,0.0,0.5915492957746479,5817
12,137,0.0,0.5714285714285714,6017
13,136,0.0,0.5507246376811594,6217
14,135,0.0,0.5294117647058824,6417
15,134,0.0,0.5074626865671642,6597
16,133,0.0,0.48484848484848486,6817
17,132,0.0,0.46153846153846156,7017
18,131,0.0,0.4375,7217
19,130,0.0,0.4126984126984127,7417
20,129,0.0,0.3870967741935484,7617
21,128,0.0,0.36065573770491804,7817
22,127,0.0,0.3333333333333333,8017
23,126,0.0,0.3050847457627119,8217
24,125,0.0,0.27586206896551724,8417
25,124,0.0,0.24561403508771928,8617
26,123,0.0,0.21428571428571427,8797
27,122,0.0,0.18181818181818182,8997
28,121,0.0,0.14814814814814814,9197
29,120,0.0,0.11320754716981132,9397
30,119,0.0,0.07692307692307693,9617
