THR,Frames,FPR,TPR,TTD
1,190,0.6071428571428571,0.9102564102564102,104
2,189,0.22321428571428573,0.8311688311688312,1194
3,188,0.125,0.8026315789473685,1394
4,187,0.0625,0.7733333333333333,1594
5,186,0.03571428571428571,0.7432432432432432,1794
6,185,0.0,0.7123287671232876,1994
7,184,0.0,0.6805555555555556,4794
8,183,0.0,0.6619718309859155,4994
9,182,0.0,0.6428571428571429,5194
10,181,0.0,0.6231884057971014,5394
11,180,0.0,0.6029411764705882,5594
12,179,0.0,0.582089552238806,5794
13,178,0.0,0.5606060606060606,5994
14,177,0.0,0.5384615384615384,6194
15,176,0.0,0.515625,6394
16,175,0.0,0.49206349206349204,6594
17,174,0.0,0.46774193548387094,6794
18,173,0.0,0.4426229508196721,6994
19,172,0.0,0.4166666666666667,7194
20,171,0.0,0.3898305084745763,7394
21,170,0.0,0.3620689655172414,7594
22,169,0.0,0.3333333333333333,7794
23,168,0.0,0.30357142857142855,7994
24,167,0.0,0.2727272727272727,8194
25,166,0.0,0.24074074074074073,8394
26,165,0.0,0.20754716981132076,8594
27,164,0.0,0.17307692307692307,8794
28,163,0.0,0.13725490196078433,8994
29,162,0.0,0.1,9194
30,161,0.0,0.061224489795918366,9394
