THR,Frames,FPR,TPR,TTD
1,246,0.7785234899328859,0.8144329896907216,1319
2,245,0.40939597315436244,0.6979166666666666,5976
3,244,0.28859060402684567,0.6842105263157895,6176
4,243,0.1476510067114094,0.6702127659574468,6376
5,242,0.0738255033557047,0.6559139784946236,6576
6,241,0.03355704697986577,0.6413043478260869,6776
7,240,0.020134228187919462,0.6263736263736264,6976
8,239,0.006711409395973154,0.6111111111111112,7176
9,238,0.006711409395973154,0.5955056179775281,7397
10,237,0.0,0.5795454545454546,7597
11,236,0.0,0.5632183908045977,7776
12,235,0.0,0.5465116279069767,7976
13,234,0.0,0.5294117647058824,8176
14,233,0.0,0.5119047619047619,8376
15,232,0.0,0.4939759036144578,8576
16,231,0.0,0.47560975609756095,8776
17,230,0.0,0.4567901234567901,8997
18,229,0.0,0.4375,9176
19,228,0.0,0.4177215189873418,9376
20,227,0.0,0.3974358974358974,9576
21,226,0.0,0.37662337662337664,9776
22,225,0.0,0.35526315789473684,9976
23,224,0.0,0.3333333333333333,10176
24,223,0.0,0.3108108108108108,10376
25,222,0.0,0.2876712328767123,10576
26,221,0.0,0.2638888888888889,10776
27,220,0.0,0.23943661971830985,10976
28,219,0.0,0.21428571428571427,11176
29,218,0.0,0.18840579710144928,11376
30,217,0.0,0.16176470588235295,11576
