THR,Frames,FPR,TPR,TTD
1,139,0.16071428571428573,0.8554216867469879,859
2,138,0.017857142857142856,0.8170731707317073,3116
3,137,0.0,0.8024691358024691,3316
4,136,0.0,0.7875,3516
5,135,0.0,0.7721518987341772,3716
6,134,0.0,0.7564102564102564,3916
7,133,0.0,0.7402597402597403,4116
8,132,0.0,0.7236842105263158,4316
9,131,0.0,0.7066666666666667,4516
10,130,0.0,0.6891891891891891,4716
11,129,0.0,0.6712328767123288,4916
12,128,0.0,0.6527777777777778,5116
13,127,0.0,0.6338028169014085,5316
14,126,0.0,0.6142857142857143,5516
15,125,0.0,0.5942028985507246,5716
16,124,0.0,0.5735294117647058,5916
17,123,0.0,0.5522388059701493,6116
18,122,0.0,0.5303030303030303,6316
19,121,0.0,0.5076923076923077,6516
20,120,0.0,0.484375,6716
21,119,0.0,0.4603174603174603,6916
22,118,0.0,0.43548387096774194,7116
23,117,0.0,0.4098360655737705,7316
24,116,0.0,0.38333333333333336,7516
25,115,0.0,0.3559322033898305,7716
26,114,0.0,0.3275862068965517,7916
27,113,0.0,0.2982456140350877,8116
28,112,0.0,0.26785714285714285,8316
29,111,0.0,0.23636363636363636,8516
30,110,0.0,0.2037037037037037,8716
