Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.9146005509641874,0.6060606060606061,0.23140495867768596
2,0.7044198895027625,0.47790055248618785,0.10773480662983426
3,0.46537396121883656,0.37950138504155123,0.07202216066481995
4,0.28055555555555556,0.30277777777777776,0.05555555555555555
5,0.1894150417827298,0.24233983286908078,0.04178272980501393
6,0.13966480446927373,0.19553072625698323,0.0335195530726257
7,0.0896358543417367,0.16246498599439776,0.025210084033613446
8,0.06741573033707865,0.13202247191011235,0.019662921348314606
9,0.056338028169014086,0.10985915492957747,0.014084507042253521
10,0.05084745762711865,0.09322033898305085,0.00847457627118644
11,0.039660056657223795,0.0821529745042493,0.0028328611898017
12,0.03409090909090909,0.07102272727272728,0.0
13,0.03133903133903134,0.05982905982905983,0.0
14,0.022857142857142857,0.04857142857142857,0.0
15,0.017191977077363897,0.03724928366762178,0.0
16,0.014367816091954023,0.02586206896551724,0.0
17,0.011527377521613832,0.01729106628242075,0.0
18,0.005780346820809248,0.011560693641618497,0.0
19,0.002898550724637681,0.008695652173913044,0.0
20,0.0,0.005813953488372093,0.0
21,0.0,0.0029154518950437317,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
