TimeUS,mX,mY,mZ,obX,obY,ofX,ofY,rfD,gpSA,gpHA,gpVA,gpT,aT,ofT
 55914292, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55794, 55914292, 0
 55934284, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55794, 55934284, 0
 55954276, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55794, 55954276, 0
 55974268, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55794, 55974268, 0
 55994260, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55794, 55994260, 0
 56014252, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55794, 56014252, 0
 56034244, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56034244, 0
 56054236, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56054236, 0
 56074228, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56074228, 0
 56094220, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56094220, 0
 56114212, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56114212, 0
 56134204, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56134204, 0
 56154196, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56154196, 0
 56174188, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56174188, 0
 56194180, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56194180, 0
 56214172, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 55994, 56214172, 0
 56234164, 216.4077, 69.88273, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56234164, 0
 56254156, 216.4077, 69.88273, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56254156, 0
 56274148, 216.4077, 69.88273, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56274148, 0
 56294140, 216.4077, 69.88273, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56294140, 0
 56314132, 216.4077, 69.88273, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56314132, 0
 56334124, 216.4076, 69.8828, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56334124, 0
 56354116, 216.4076, 69.8828, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56354116, 0
 56374108, 216.4076, 69.8828, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56374108, 0
 56394100, 216.4076, 69.8828, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56394100, 0
 56414092, 216.4076, 69.8828, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56194, 56414092, 0
 56434084, 216.4076, 69.88307, -538.5582, 0, 0, 0, 0, 0, 0.05, 0.01, 0.01, 56394, 56434084, 0
