TimeUS,m00,m01,m02,m10,m11,m12,m20,m21,m22
 58434117, 0.9936514, 0.1076018, 0.03284524, -0.1075984, 0.9941927, -0.00187596, -0.03285635, -0.001670045, 0.9994587
 58454109, 0.9935014, 0.1078741, 0.03631027, -0.1078569, 0.9941635, -0.002437219, -0.03636125, -0.001494933, 0.9993377
 58474101, 0.9933411, 0.1080931, 0.03986709, -0.1080551, 0.9941401, -0.003112604, -0.03996992, -0.001215964, 0.9992001
 58494093, 0.9931708, 0.1083863, 0.04317607, -0.1083271, 0.9941084, -0.003715948, -0.04332446, -0.0009865682, 0.9990606
 58514085, 0.9930121, 0.1085389, 0.04632769, -0.1084599, 0.9940919, -0.004224346, -0.04651249, -0.0008298694, 0.9989173
 58534077, 0.992834, 0.108674, 0.0497066, -0.1085682, 0.9940773, -0.004832417, -0.04993736, -0.000598767, 0.9987522
 58554069, 0.9926316, 0.1088548, 0.05322699, -0.1087146, 0.9940577, -0.005531142, -0.05351279, -0.0002961638, 0.9985672
 58574061, 0.9924102, 0.1091487, 0.0566459, -0.1089726, 0.9940255, -0.006196939, -0.05698386, -2.294718E-05, 0.9983752
 58594053, 0.9921641, 0.1096995, 0.05980443, -0.1094805, 0.9939648, -0.006935703, -0.06020433, 0.000333935, 0.998186
 58614045, 0.9919579, 0.1100414, 0.06253386, -0.109783, 0.9939268, -0.007564071, -0.06298643, 0.0006380865, 0.9980142
 58634037, 0.99177, 0.1104306, 0.06478654, -0.1101381, 0.9938835, -0.008080233, -0.06528258, 0.0008782679, 0.9978665
 58654029, 0.9915846, 0.1109236, 0.06675201, -0.1106162, 0.9938286, -0.008294437, -0.0672601, 0.0008407812, 0.9977351
 58674021, 0.9914216, 0.1113312, 0.06847326, -0.1110108, 0.9937831, -0.008478654, -0.0689915, 0.0008046494, 0.997617
 58694013, 0.991274, 0.1117269, 0.06994974, -0.1113842, 0.9937386, -0.008793416, -0.0704942, 0.0009253882, 0.9975117
 58714005, 0.9911464, 0.1121262, 0.07110947, -0.1117589, 0.9936934, -0.009135555, -0.07168534, 0.001107558, 0.9974267
 58733997, 0.9910672, 0.1122208, 0.07205863, -0.1118276, 0.9936824, -0.009481288, -0.07266738, 0.00133845, 0.9973554
 58753989, 0.9910541, 0.1118876, 0.07275324, -0.111467, 0.9937195, -0.009828461, -0.07339599, 0.001630953, 0.9973016
 58773981, 0.9910178, 0.1118409, 0.07331694, -0.1114023, 0.9937245, -0.01005733, -0.07398167, 0.001799315, 0.9972581
 58793973, 0.9910073, 0.1116959, 0.07367803, -0.1112397, 0.9937405, -0.01027866, -0.07436492, 0.001990303, 0.9972291
 58813965, 0.9909854, 0.1117892, 0.07383315, -0.1113193, 0.9937296, -0.01046187, -0.07453971, 0.002148501, 0.9972158
 58833957, 0.9909654, 0.1119118, 0.073914, -0.1114144, 0.993715, -0.01083068, -0.07466154, 0.002497746, 0.9972059
 58853949, 0.9909656, 0.1120061, 0.07377015, -0.1114933, 0.9937038, -0.01104518, -0.0745428, 0.002720512, 0.9972141
 58873941, 0.9909787, 0.1120709, 0.07349463, -0.1115481, 0.993696, -0.01119343, -0.07428578, 0.002894263, 0.9972329
 58893933, 0.9909744, 0.1122456, 0.07328603, -0.1117193, 0.9936761, -0.01125553, -0.07408595, 0.002966475, 0.9972475
 58913925, 0.9909682, 0.1122835, 0.07331094, -0.1117626, 0.9936721, -0.01118186, -0.07410257, 0.002887442, 0.9972464
 58933917, 0.9909292, 0.1123546, 0.07372704, -0.1118255, 0.9936639, -0.01127911, -0.07452716, 0.002932231, 0.9972147
 58953909, 0.9908429, 0.1126154, 0.07448553, -0.1120488, 0.9936332, -0.01175527, -0.07533513, 0.003301603, 0.9971528
 58973901, 0.9907519, 0.1128527, 0.07533203, -0.1122453, 0.9936049, -0.01226201, -0.07623408, 0.003692945, 0.9970831
 58993893, 0.990634, 0.1132964, 0.07621145, -0.1126594, 0.9935536, -0.01262049, -0.07715001, 0.00391635, 0.9970118
 59013885, 0.9905373, 0.1135286, 0.07711684, -0.1128587, 0.993526, -0.01300438, -0.07809395, 0.004178021, 0.9969373
 59033877, 0.9904281, 0.1137358, 0.078207, -0.1130398, 0.9935017, -0.01328418, -0.07920966, 0.004316525, 0.9968486
 59053869, 0.9903289, 0.1138486, 0.07929109, -0.1131255, 0.9934881, -0.01356714, -0.08031937, 0.004466088, 0.9967592
 59073861, 0.9902626, 0.1137876, 0.08020246, -0.1130597, 0.9934955, -0.0135733, -0.08122525, 0.004373464, 0.9966862
 59093853, 0.9902028, 0.113787, 0.08093813, -0.1130662, 0.9934964, -0.01344881, -0.08194204, 0.004165681, 0.9966284
 59113845, 0.9901338, 0.1138637, 0.08167075, -0.1131516, 0.9934887, -0.01331109, -0.0826546, 0.003938591, 0.9965705
 59133837, 0.9900608, 0.1138693, 0.08254396, -0.1131641, 0.9934888, -0.01318812, -0.08350821, 0.003716027, 0.9965001
 59153829, 0.9899951, 0.1137306, 0.08351769, -0.1130318, 0.9935055, -0.01306403, -0.08446106, 0.003493168, 0.9964207
 59173821, 0.989888, 0.1138108, 0.08466937, -0.1131082, 0.9934968, -0.0130655, -0.08560573, 0.003356579, 0.9963234
