TimeUS,aF,aR,aD,gyR,gyP,gyY,bAlt,gpLat,gpLng,gpAlt,gpN,gpE,gpD
 55914292, 0.001689041, 0.001241977, -9.81918, 0.0008132579, 0.0008166562, 0.0008087545, -0.09549935, -353629379, 1491650851, 0, 0, 0, 0
 55934284, -0.001434905, -0.002668439, -9.817432, 0.0008150571, 0.0008070138, 0.000818289, 0.1376314, -353629379, 1491650851, 0, 0, 0, 0
 55954276, -0.001602957, 0.001418252, -9.814413, 0.0008134234, 0.0008097014, 0.0008170999, 0.1376314, -353629379, 1491650851, 0, 0, 0, 0
 55974268, -0.004763488, 0.004954148, -9.816048, 0.0008128193, 0.0008045206, 0.0008113872, 0.1376314, -353629379, 1491650851, 0, 0, 0, 0
 55994260, -0.00564406, 0.00486167, -9.818747, 0.0008122064, 0.0008216351, 0.0008113272, 0.1376314, -353629379, 1491650851, 0, 0, 0, 0
 56014252, 0.0007663177, -0.002530452, -9.818796, 0.0008184731, 0.0008231616, 0.0008082384, 0.1376314, -353629379, 1491650851, 0, 0, 0, 0
 56034244, -0.0004147682, -0.006728096, -9.818335, 0.0008147652, 0.0008119568, 0.0008146804, -0.07864653, -353629378, 1491650854, 0, 0, 0, 0
 56054236, -0.005319704, -0.003803437, -9.820093, 0.0008148137, 0.000815172, 0.0008146755, -0.07864653, -353629378, 1491650854, 0, 0, 0, 0
 56074228, 0.0009909591, -0.003727348, -9.818103, 0.0008126122, 0.0008147734, 0.0008147652, -0.07864653, -353629378, 1491650854, 0, 0, 0, 0
 56094220, 1.689493E-05, -0.00176203, -9.812757, 0.0008212642, 0.0008188177, 0.0008194184, -0.07864653, -353629378, 1491650854, 0, 0, 0, 0
 56114212, 5.876209E-05, 0.003769083, -9.814641, 0.0008174176, 0.0008145842, 0.000814889, -0.07864653, -353629378, 1491650854, 0, 0, 0, 0
 56134204, -0.0006774463, 0.0006431833, -9.815409, 0.0008176962, 0.0008134057, 0.0008155049, -0.09549935, -353629378, 1491650854, 0, 0, 0, 0
 56154196, 0.01622416, -0.00110074, -9.815808, 0.0008183706, 0.0008200189, 0.0008168431, -0.09549935, -353629378, 1491650854, 0, 0, 0, 0
 56174188, 0.06400073, -0.00127219, -9.814319, 0.0008172407, 0.0008197461, 0.0008139786, -0.09549935, -353629378, 1491650854, 0, 0, 0, 0
 56194180, 0.146504, -0.000384598, -9.815372, 0.0008109024, 0.0008159549, 0.0008089829, -0.09549935, -353629378, 1491650854, 0, 0, 0, 0
 56214172, 0.256299, 0.0006873681, -9.817795, 0.0008175937, 0.0008143047, 0.0008127656, -0.09549935, -353629378, 1491650854, 0, 0, 0, 0
 56234164, 0.3854795, 0.00611005, -9.82058, 0.0008211378, 0.000810865, 0.0008192951, -0.07864653, -353629378, 1491650852, 0, 0, 0, 0
 56254156, 0.5328507, -0.0001647617, -9.817391, 0.000820177, 0.0008141973, 0.0008198031, -0.07864653, -353629378, 1491650852, 0, 0, 0, 0
 56274148, 0.6959214, 0.0007687031, -9.816009, 0.000812711, 0.000820068, 0.0008109027, -0.07864653, -353629378, 1491650852, 0, 0, 0, 0
 56294140, 0.8747915, 0.002103433, -9.813908, 0.0008141107, 0.0008171552, 0.0008155346, -0.07864653, -353629378, 1491650852, 0, 0, 0, 0
 56314132, 1.070734, -0.0007784002, -9.817343, 0.0008231861, 0.0008209368, 0.0008102504, -0.07864653, -353629378, 1491650852, 0, 0, 0, 0
 56334124, 1.267592, -0.0008174141, -9.820183, 0.000818325, 0.0008130593, 0.0008062795, 0.01123522, -353629378, 1491650852, 0, 0, 0, 0
 56354116, 1.473506, 0.0008821769, -9.815439, 0.000820305, 0.0008190478, 0.0008154431, 0.01123522, -353629378, 1491650852, 0, 0, 0, 0
 56374108, 1.701523, -0.002848809, -9.815379, 0.0008174363, 0.0008174473, 0.0008173615, 0.01123522, -353629378, 1491650852, 0, 0, 0, 0
 56394100, 1.926035, 0.004879092, -9.80887, 0.0008182407, 0.0008177104, 0.0008142727, 0.01123522, -353629378, 1491650852, 0, 0, 0, 0
 56414092, 2.150508, 0.004257987, -9.810365, 0.0008189309, 0.0008176723, 0.0008008602, 0.01123522, -353629378, 1491650852, 0, 0, 0, 0
 56434084, 2.383392, -0.003756017, -9.790906, 0.0008238225, 0.000818003, 0.0007932087, -0.1404402, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56454076, 2.630761, -0.01728123, -9.777425, 0.000824679, 0.0008195774, 0.000799451, -0.1404402, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56474068, 2.84662, 0.00322499, -9.771869, 0.0008249432, 0.0008225371, 0.0008123707, -0.1404402, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56494060, 3.110031, -0.004099988, -9.773564, 0.000818543, 0.0008281118, 0.0008001194, -0.1404402, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56514052, 3.335552, 0.000122362, -9.769287, 0.0008211166, 0.0008227834, 0.0007831825, -0.1404402, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56534044, 3.55951, 0.0224197, -9.751808, 0.0008203202, 0.0008228811, 0.0007818971, 0.1685283, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56554036, 3.824116, 0.0005187751, -9.75251, 0.0008265396, 0.0008208681, 0.000789712, 0.1685283, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56574028, 4.053678, -0.02953424, -9.735565, 0.0008201203, 0.0008193504, 0.0007987613, 0.1685283, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56594020, 4.267523, -0.01731773, -9.724494, 0.0008253947, 0.0008182314, 0.0007840362, 0.1685283, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56614012, 4.556623, -0.01623387, -9.725433, 0.000831167, 0.0008253023, 0.0007915459, 0.1685283, -353629379, 1491650849, 0, 0.009000001, -0.001, 0
 56634004, 4.721077, 0.0008874504, -9.723454, 0.0008225501, 0.0008213993, 0.0007789521, -0.07302891, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56653996, 4.983287, 0.007614393, -9.711801, 0.0008195546, 0.0008277997, 0.0007920955, -0.07302891, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56673988, 5.260763, -0.00446835, -9.703611, 0.0008218091, 0.000826581, 0.0008066374, -0.07302891, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56693980, 5.494004, -0.05945346, -9.702596, 0.000827588, 0.0008259357, 0.0008244006, -0.07302891, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56713972, 5.751677, 0.03483462, -9.691826, 0.0008283208, 0.0008246101, 0.0007989508, -0.07302891, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56733964, 5.982648, 0.04300351, -9.682394, 0.0008260171, 0.0008269792, 0.0007722941, -0.02808804, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56753956, 6.205867, 0.02392003, -9.680521, 0.0008259334, 0.0008226754, 0.0007546117, -0.02808804, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56773948, 6.440379, 0.02170665, -9.669247, 0.0008267681, 0.0008257953, 0.0007428608, -0.02808804, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56793940, 6.741919, 0.001455699, -9.670331, 0.0008298929, 0.0008308367, 0.0007421261, -0.02808804, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56813932, 6.91257, 0.04705997, -9.661292, 0.000828605, 0.000825515, 0.0007133284, -0.02808804, -353629377, 1491650851, 0, 0.248, -0.026, 0
 56833924, 7.111149, -0.0112823, -9.657803, 0.0008255043, 0.000833398, 0.0007393822, 0, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 56853916, 7.366484, -0.03668975, -9.652757, 0.0008256759, 0.0008295665, 0.0007681532, 0, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 56873908, 7.553777, 0.03104713, -9.646008, 0.0008269614, 0.000826394, 0.0007908048, 0, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 56893900, 7.750304, -0.002182391, -9.641227, 0.0008260525, 0.0008283598, 0.000817787, 0, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 56913892, 7.970451, -0.04682799, -9.632294, 0.0008276298, 0.0008286268, 0.0008407329, 0, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 56933884, 8.257746, -0.08256407, -9.621465, 0.0008276443, 0.0008227377, 0.0008646128, -0.03370565, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 56953876, 8.488618, -0.06587951, -9.615833, 0.0008246592, 0.0008286015, 0.000896427, -0.03370565, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 56973868, 8.681882, 0.04526247, -9.614264, 0.0008264635, 0.0008257664, 0.000837104, -0.03370565, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 56993860, 8.802252, -0.02361747, -9.612879, 0.000827177, 0.0008316878, 0.0008567486, -0.03370565, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 57013852, 9.039021, -0.07688707, -9.606057, 0.0008296935, 0.0008289054, 0.0009286451, -0.03370565, -353629370, 1491650851, 0, 0.933, -0.09900001, 0.012
 57033844, 9.242749, 0.1019775, -9.601108, 0.0008284037, 0.0008301039, 0.0009306834, -0.08988174, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57053836, 9.397707, -0.07232094, -9.594753, 0.0008283398, 0.0008303653, 0.000899192, -0.08988174, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57073828, 9.561389, -0.04842734, -9.587744, 0.0008249524, 0.0008237885, 0.0008787246, -0.08988174, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57093820, 9.859921, -0.06192606, -9.577781, 0.0008303846, 0.0008281081, 0.0008608972, -0.08988174, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57113812, 10.09718, 0.0008251443, -9.578975, 0.0008262142, 0.0008331421, 0.000834097, -0.08988174, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57133804, 10.23609, 0.05874719, -9.570686, 0.0008289609, 0.0008297231, 0.0008364372, 0.03651446, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57153796, 10.38586, 0.05367048, -9.566105, 0.0008280532, 0.0008404835, 0.0008095591, 0.03651446, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57173788, 10.5754, 0.03012343, -9.5584, 0.0008319404, 0.0009433368, 0.0008454016, 0.03651446, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57193780, 10.6071, -0.05379905, -9.552396, 0.0008279211, 0.001089971, 0.0007457243, 0.03651446, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57213772, 10.68708, 0.09980595, -9.550846, 0.0008320679, 0.001170841, 0.0006997171, 0.03651446, -353629348, 1491650848, 0, 2.092, -0.219, 0.037
 57233764, 10.76608, 0.007941502, -9.542529, 0.0008288819, 0.001195515, 0.0006656927, -0.129205, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57253756, 10.80009, 0.07339587, -9.535394, 0.0008353806, 0.00127795, 0.000680174, -0.129205, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57273748, 10.8843, -0.01337611, -9.534283, 0.0008368012, 0.001457901, 0.0006777711, -0.129205, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57293740, 10.75408, -0.0803629, -9.532998, 0.0008336905, 0.001598543, 0.0006373434, -0.129205, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57313732, 10.73457, -0.001307696, -9.519157, 0.0008365057, 0.001709128, 0.0006339366, -0.129205, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57333724, 10.738, 0.007409079, -9.523863, 0.0008373872, 0.001728592, 0.0006837002, 0.1572931, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57353716, 10.73286, -0.1094099, -9.52384, 0.0008352866, 0.001721355, 0.0007351193, 0.1572931, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57373708, 10.57109, -0.03966022, -9.521168, 0.0008334326, 0.001723397, 0.0007144185, 0.1572931, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57393700, 10.43406, 8.020666E-06, -9.522597, 0.0008391525, 0.001742918, 0.0006939649, 0.1572931, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57413692, 10.45948, 0.05306105, -9.521204, 0.0008338399, 0.0018209, 0.0006610526, 0.1572931, -353629304, 1491650842, -1, 3.699, -0.389, 0.074
 57433684, 10.36918, 0.06795987, -9.521335, 0.0008379646, 0.001860693, 0.0006527089, -0.230322, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57453676, 10.37805, -5.438249E-05, -9.523531, 0.0008367799, 0.001854412, 0.0007117705, -0.230322, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57473668, 10.31712, 0.03525442, -9.51833, 0.0008380994, 0.001919587, 0.000727479, -0.230322, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57493660, 10.19606, 0.05417182, -9.521491, 0.0008334834, 0.002049202, 0.0007055309, -0.230322, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57513652, 10.01771, 0.002646337, -9.524894, 0.0008331697, 0.00203471, 0.0006754523, -0.230322, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57533644, 9.997719, -0.02346133, -9.526171, 0.000835659, 0.001888215, 0.000757472, -0.1404402, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57553636, 9.921728, 0.02960519, -9.528831, 0.0008379539, 0.001971451, 0.0007581267, -0.1404402, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57573628, 9.783934, 0.00585231, -9.527637, 0.0008408015, 0.001940006, 0.0007228946, -0.1404402, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57593620, 9.676203, -0.1030284, -9.533443, 0.000834828, 0.00188158, 0.0007141704, -0.1404402, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57613612, 9.512115, -0.09233645, -9.53546, 0.0008370306, 0.001784288, 0.0007407918, -0.1404402, -353629224, 1491650835, -3, 5.697001, -0.597, 0.123
 57633604, 9.443378, -0.0850614, -9.538938, 0.0008384329, 0.001835497, 0.0008346174, -0.0674113, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57653596, 9.210331, -0.02109702, -9.544668, 0.0008356484, 0.001836651, 0.0008667305, -0.0674113, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57673588, 9.237736, -0.01047951, -9.541414, 0.0008326016, 0.001859542, 0.000746383, -0.0674113, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57693580, 9.113081, -0.04668697, -9.545701, 0.0008409746, 0.001830906, 0.0007443706, -0.0674113, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57713572, 9.011668, 0.0950447, -9.547213, 0.0008420369, 0.001762639, 0.0008279737, -0.0674113, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57733564, 8.775484, -0.09970325, -9.559389, 0.0008412669, 0.001740625, 0.0008565343, 0.01404402, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57753556, 8.745836, 0.108612, -9.595428, 0.0008398499, 0.001652806, 0.0008120672, 0.01404402, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57773548, 8.660923, 0.02330014, -9.637776, 0.0008369528, 0.001636468, 0.0008015709, 0.01404402, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57793540, 8.550157, 0.1245186, -9.790466, 0.0008368979, 0.001646875, 0.0008294927, 0.01404402, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57813532, 8.360636, 0.1059948, -10.01452, 0.0008396566, 0.001693955, 0.0007892809, 0.01404402, -353629114, 1491650821, -6, 7.816, -0.822, 0.181
 57833524, 8.428583, -0.07684458, -10.14429, 0.0008391571, 0.001676844, 0.0007114168, -0.05055848, -353628959, 1491650804, -10, 9.804001, -1.031, 0.239
 57853516, 8.168359, -0.04037671, -10.22147, 0.000840284, 0.001613012, 0.000775146, -0.05055848, -353628959, 1491650804, -10, 9.804001, -1.031, 0.239
 57873508, 7.980772, -0.03420908, -10.32827, 0.0008435471, 0.00161497, 0.0008019587, -0.05055848, -353628959, 1491650804, -10, 9.804001, -1.031, 0.239
 57893500, 8.049858, -0.05094505, -10.26622, 0.0008375223, 0.001572743, 0.0007520852, -0.05055848, -353628959, 1491650804, -10, 9.804001, -1.031, 0.239
 57913492, 7.820447, -0.08091496, -10.31782, 0.0008417852, 0.001599985, 0.0007890532, -0.05055848, -353628959, 1491650804, -10, 9.804001, -1.031, 0.239
 57933484, 7.669255, -0.1499661, -10.27044, 0.0008408044, 0.001601578, 0.0007796819, -0.1741459, -353628959, 1491650804, -10, 9.804001, -1.031, 0.239
 57953476, 7.746667, 0.1928104, -10.07172, 0.0008452415, 0.0016406, 0.0007549673, -0.1741459, -353628959, 1491650804, -10, 9.804001, -1.031, 0.239
 57974301, 7.494452, -0.05157612, -10.06755, 0.000844482, 0.001574339, 0.0006932036, -0.1741459, -353628959, 1491650804, -10, 9.804001, -1.031, 0.239
 57994293, 7.372608, 0.07955447, -9.894327, 0.0008454478, 0.001619121, 0.0006811732, -0.1741459, -353628959, 1491650804, -10, 9.804001, -1.031, 0.239
