TimeUS,mX,mY,mZ,obX,obY,ofX,ofY,rfD,gpSA,gpHA,gpVA,gpT,aT,ofT
 44513854, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44394, 44513854, 0
 44533846, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44394, 44533846, 0
 44553838, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44394, 44553838, 0
 44573830, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44394, 44573830, 0
 44593822, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44394, 44593822, 0
 44613814, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44394, 44613814, 0
 44633806, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44633806, 0
 44653798, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44653798, 0
 44673790, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44673790, 0
 44693782, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44693782, 0
 44713774, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44713774, 0
 44733766, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44733766, 0
 44753758, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44753758, 0
 44773750, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44773750, 0
 44793742, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44793742, 0
 44813734, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44594, 44813734, 0
 44833726, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 44833726, 0
 44853718, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 44853718, 0
 44873710, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 44873710, 0
 44893702, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 44893702, 0
 44913694, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 44913694, 0
 44933686, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 44933686, 0
 44953678, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 44953678, 0
 44973670, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 44973670, 0
 44993662, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 44993662, 0
 45013654, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44794, 45013654, 0
 45033646, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45033646, 0
 45053638, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45053638, 0
 45073630, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45073630, 0
 45093622, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45093622, 0
 45113614, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45113614, 0
 45133606, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45133606, 0
 45153598, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45153598, 0
 45173590, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45173590, 0
 45193582, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45193582, 0
 45213574, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 44994, 45213574, 0
 45233566, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45233566, 0
 45253558, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45253558, 0
 45273550, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45273550, 0
 45293542, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45293542, 0
 45313534, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45313534, 0
 45333526, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45333526, 0
 45353518, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45353518, 0
 45373510, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45373510, 0
 45393502, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45393502, 0
 45413494, 216.4077, 69.88271, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45194, 45413494, 0
 45433486, 216.4076, 69.88287, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45433486, 0
 45453478, 216.4076, 69.88287, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45453478, 0
 45474303, 216.4076, 69.88287, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45474303, 0
 45494295, 216.4076, 69.88287, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45494295, 0
 45514287, 216.4076, 69.88287, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45514287, 0
 45534279, 216.4077, 69.88255, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45534279, 0
 45554271, 216.4077, 69.88255, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45554271, 0
 45574263, 216.4077, 69.88255, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45574263, 0
 45594255, 216.4077, 69.88255, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45594255, 0
 45614247, 216.4077, 69.88255, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45394, 45614247, 0
 45634239, 216.4077, 69.88267, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45594, 45634239, 0
 45654231, 216.4077, 69.88267, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45594, 45654231, 0
 45674223, 216.4077, 69.88267, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45594, 45674223, 0
 45694215, 216.4077, 69.88267, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45594, 45694215, 0
 45714207, 216.4077, 69.88267, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45594, 45714207, 0
 45734199, 216.4074, 69.88361, -538.5582, 0, 0, 0, 0, 0, 0.05, 2.5, 2.5, 45594, 45734199, 0
