TimeUS,CAN,CAE,CAD,CAe,NAN,NAE,NAD,NAe,m10,m00
 196256466, -7.912516E-07, 4.910693E-05, -2.025747E-07, 6.484905E-06, 0, 0, 0, 0, -0.9999978, -0.001441404
 196431396, -0.1451129, 3.809454, -0.03625416, 0.5097401, -0.08462654, 3.598058, -0.1830256, 0.5097331, -0.9999978, -0.001438866
 196631316, -0.08481663, 3.605293, -0.1832043, 0.5102592, -0.0003988036, 0.003962279, 1.052078E-05, 0.0005187925, -0.9999978, -0.001432786
 196831236, -0.0004327967, 0.01084351, -0.0001455499, 0.00104407, 0.0001923866, 0.004110667, -7.014089E-05, 0.0005187925, -0.9999978, -0.001425883
 197031156, -0.0002793306, 0.0111884, -2.859042E-05, 0.00104407, -0.0005188589, 0.003932101, -0.0002440644, 0.0005187925, -0.9999978, -0.001420059
 197231076, -0.0002407221, 0.01145666, -0.0004416534, 0.00104407, 0.0001167087, 0.004260701, -0.0001647004, 0.0005187925, -0.9999978, -0.001414016
 197430996, 0.0001391606, 0.01157202, -0.0004714534, 0.00104407, -7.938539E-06, 0.003886857, -0.0004944694, 0.0005187925, -0.9999978, -0.001408897
 197630916, -5.731291E-05, 0.01100662, -0.000885454, 0.00104407, 5.153988E-05, 0.003995611, -0.000198472, 0.0005187925, -0.9999978, -0.0014037
 197830836, 0.0004329407, 0.01157044, -0.0004664009, 0.00104407, 0.0001659905, 0.004324905, -0.0003324835, 0.0005187925, -0.9999978, -0.001396811
 198030756, 0.0004151603, 0.0117555, -0.0008603229, 0.00104407, -1.673281E-05, 0.004381108, -0.0003577422, 0.0005187925, -0.9999978, -0.001390295
 198230676, 0.0001036238, 0.0119194, -0.0003458451, 0.00104407, 0.0003567255, 0.004040099, -0.0003238395, 0.0005187925, -0.9999978, -0.001383463
 198431429, 0.0002751549, 0.01138228, -0.0004949477, 0.001046232, 0.0001033852, 0.004128982, -0.000131666, 0.0005209541, -0.9999978, -0.001379021
 198631349, -2.115897E-05, 0.0114514, -0.0002024229, 0.001046232, -0.0002276187, 0.004208726, -0.0001428307, 0.0005187925, -0.9999978, -0.001384838
 198831269, 2.857971E-05, 0.01142754, -0.0001085324, 0.00104407, 0.0001895854, 0.004126414, -0.0005058005, 0.0005187925, -0.9999978, -0.001389498
 199031189, 0.0002986804, 0.01192064, -0.0006653997, 0.00104407, 0.0002372497, 0.004750246, -0.0002943899, 0.0005187925, -0.9999978, -0.001395063
 199231109, 0.0001278254, 0.01191501, -0.0004164769, 0.00104407, -0.0001385, 0.004263739, -2.510496E-05, 0.0005187925, -0.9999978, -0.001398915
 199431029, -0.000195373, 0.01145192, -3.606784E-05, 0.00104407, 7.16625E-05, 0.004133905, 3.155402E-05, 0.0005187925, -0.9999978, -0.001401676
 199630949, 3.006871E-05, 0.01125069, 0.0001414341, 0.00104407, 0.0001546597, 0.003790208, 5.198544E-05, 0.0005187925, -0.9999978, -0.001403694
 199830869, -7.172735E-05, 0.01144179, 2.08378E-05, 0.00104407, -0.0003768107, 0.004603789, -0.0001585231, 0.0005187925, -0.9999978, -0.001405186
 200030789, -0.0003036035, 0.0118452, -0.0003144222, 0.00104407, 0.0005358204, 0.003849556, -0.0002671424, 0.0005187925, -0.9999978, -0.001405728
 200230709, 0.0007596428, 0.01102366, -4.740131E-05, 0.00104407, 0.000307038, 0.004245801, 4.446754E-05, 0.0005187925, -0.9999978, -0.001405695
 200431462, 0.0003242042, 0.01140562, -0.0004644725, 0.001046232, 0.0001496024, 0.003896566, -0.000403901, 0.0005209541, -0.9999978, -0.001406929
 200631382, -3.01282E-05, 0.01145109, -0.000662875, 0.001046232, -0.0001103126, 0.004231031, -0.000270877, 0.0005187925, -0.9999978, -0.001406044
 200831302, 2.282634E-05, 0.0112972, -0.0002833377, 0.00104407, -2.764676E-05, 0.004238367, -3.691747E-05, 0.0005187925, -0.9999978, -0.001403679
 201031222, 4.73059E-05, 0.01151289, 4.702115E-05, 0.00104407, 0.000380242, 0.003987196, -0.0002463344, 0.0005187925, -0.9999979, -0.001398147
 201231142, 0.0002795757, 0.01096386, -0.0003709776, 0.00104407, -0.0001016478, 0.003900694, 0.0001447944, 0.0005187925, -0.9999979, -0.001393225
 201431062, -0.0004248465, 0.01112637, 0.0001593965, 0.00104407, -0.0002313177, 0.003975474, 7.579879E-06, 0.0005187925, -0.9999979, -0.001388214
 201630982, -4.734179E-05, 0.01094048, 4.620136E-05, 0.00104407, 0.0001033219, 0.003769132, 0.000381136, 0.0005187925, -0.9999979, -0.001382701
 201830902, -0.0001382774, 0.0109584, 0.0002081252, 0.00104407, -0.0007018308, 0.004352642, 2.950438E-06, 0.0005187925, -0.9999979, -0.001376478
 202030822, -0.0005999536, 0.01172169, -0.0002133029, 0.00104407, 0.0002164624, 0.003956207, -0.0001741261, 0.0005187925, -0.9999979, -0.001370417
 202230742, 0.0003079113, 0.01131602, -0.0003518032, 0.00104407, 0.0002778415, 0.004248936, 0.0002776466, 0.0005187925, -0.9999978, -0.001363494
