TimeUS,CAN,CAE,CAD,CAe,NAN,NAE,NAD,NAe,m10,m00
 170860795, -6.070795E-06, 4.192994E-05, 6.939972E-06, 6.484905E-06, 0, 0, 0, 0, -0.9999977, -0.001442234
 171030727, -0.5027649, 2.850679, 0.4829789, 0.4438254, -0.03555252, 3.242308, -0.02087978, 0.4438184, -0.9999977, -0.001441022
 171231480, -0.03523186, 3.249652, -0.02112258, 0.4443466, 0.0002345571, 0.004455086, -0.0003345415, 0.0005209541, -0.9999977, -0.001435848
 171431400, 8.208476E-05, 0.01184276, -0.0006198096, 0.001046232, 0.0001338223, 0.004276747, 0.000128181, 0.0005187925, -0.9999977, -0.001433032
 171631320, 0.0001243338, 0.01165987, -0.0003187632, 0.00104407, 0.0002626089, 0.004600147, -0.0002859569, 0.0005187925, -0.9999977, -0.001428797
 171831240, 0.0001769809, 0.01211649, -0.00052293, 0.00104407, 0.0002362831, 0.004337054, 0.0003322309, 0.0005187925, -0.9999977, -0.00142159
 172031160, 0.0002498209, 0.01203082, 0.0001834873, 0.00104407, 9.704651E-05, 0.004762291, -0.0001248695, 0.0005187925, -0.9999977, -0.001414917
 172231080, 0.0002508113, 0.01209258, -0.0004133669, 0.00104407, -0.0002151486, 0.003951779, -0.000344464, 0.0005187925, -0.9999977, -0.00140788
 172431000, 1.485688E-05, 0.01124291, -0.0004583013, 0.00104407, 0.0002378615, 0.004075995, 4.232619E-06, 0.0005187925, -0.9999977, -0.001400388
 172630920, 0.0004270864, 0.01145634, 1.527409E-05, 0.00104407, -0.000151938, 0.004285166, 0.0003405377, 0.0005187925, -0.9999977, -0.0014085
 172830840, 5.803739E-06, 0.0117892, 0.0005379622, 0.00104407, -3.483487E-05, 0.004369295, -5.08558E-05, 0.0005187925, -0.9999977, -0.001415894
 173030760, -0.0003275714, 0.01167458, -0.0003365183, 0.00104407, -0.0005329601, 0.004032067, -0.0004060944, 0.0005187925, -0.9999977, -0.001422447
 173230680, -0.0005312144, 0.01146023, -0.0007646243, 0.00104407, -0.0001028382, 0.004295587, -0.0002175283, 0.0005187925, -0.9999977, -0.001428277
