Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.4380165289256198,0.03305785123966942
2,0.0,0.4116022099447514,0.0027624309392265192
3,0.0,0.3850415512465374,0.0
4,0.0,0.35833333333333334,0.0
5,0.0,0.33147632311977715,0.0
6,0.0,0.30446927374301674,0.0
7,0.0,0.2801120448179272,0.0
8,0.0,0.2556179775280899,0.0
9,0.0,0.23661971830985915,0.0
10,0.0,0.2175141242937853,0.0
11,0.0,0.19830028328611898,0.0
12,0.0,0.17897727272727273,0.0
13,0.0,0.1623931623931624,0.0
14,0.0,0.1457142857142857,0.0
15,0.0,0.1318051575931232,0.0
16,0.0,0.11494252873563218,0.0
17,0.0,0.09798270893371758,0.0
18,0.0,0.08092485549132948,0.0
19,0.0,0.06666666666666667,0.0
20,0.0,0.05232558139534884,0.0
21,0.0,0.037900874635568516,0.0
22,0.0,0.023391812865497075,0.0
23,0.0,0.020527859237536656,0.0
24,0.0,0.01764705882352941,0.0
25,0.0,0.014749262536873156,0.0
26,0.0,0.011834319526627219,0.0
27,0.0,0.008902077151335312,0.0
28,0.0,0.005952380952380952,0.0
29,0.0,0.0029850746268656717,0.0
30,0.0,0.0,0.0
