Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.581267217630854,0.03305785123966942
2,0.0,0.5497237569060773,0.0027624309392265192
3,0.0,0.5235457063711911,0.0
4,0.0,0.49722222222222223,0.0
5,0.0,0.47075208913649025,0.0
6,0.0,0.44692737430167595,0.0
7,0.0,0.42296918767507,0.0
8,0.0,0.398876404494382,0.0
9,0.0,0.37464788732394366,0.0
10,0.0,0.3502824858757062,0.0
11,0.0,0.3314447592067989,0.0
12,0.0,0.3125,0.0
13,0.0,0.2962962962962963,0.0
14,0.0,0.28,0.0
15,0.0,0.2636103151862464,0.0
16,0.0,0.2471264367816092,0.0
17,0.0,0.2334293948126801,0.0
18,0.0,0.22254335260115607,0.0
19,0.0,0.21159420289855072,0.0
20,0.0,0.2005813953488372,0.0
21,0.0,0.18950437317784258,0.0
22,0.0,0.1783625730994152,0.0
23,0.0,0.16715542521994134,0.0
24,0.0,0.15294117647058825,0.0
25,0.0,0.13864306784660768,0.0
26,0.0,0.1242603550295858,0.0
27,0.0,0.10979228486646884,0.0
28,0.0,0.09821428571428571,0.0
29,0.0,0.08955223880597014,0.0
30,0.0,0.08083832335329341,0.0
