Threshold,GPSOF(FPR),GPSMAG(FPR)
1,0.5454545454545454,0.0
2,0.5165745856353591,0.0
3,0.49584487534626037,0.0
4,0.475,0.0
5,0.4596100278551532,0.0
6,0.4441340782122905,0.0
7,0.43137254901960786,0.0
8,0.42134831460674155,0.0
9,0.4140845070422535,0.0
10,0.4067796610169492,0.0
11,0.39943342776203966,0.0
12,0.39204545454545453,0.0
13,0.38461538461538464,0.0
14,0.37714285714285717,0.0
15,0.36962750716332377,0.0
16,0.3620689655172414,0.0
17,0.35446685878962536,0.0
18,0.3468208092485549,0.0
19,0.3391304347826087,0.0
20,0.3313953488372093,0.0
21,0.3206997084548105,0.0
22,0.30994152046783624,0.0
23,0.2991202346041056,0.0
24,0.28823529411764703,0.0
25,0.27728613569321536,0.0
26,0.26627218934911245,0.0
27,0.2551928783382789,0.0
28,0.24404761904761904,0.0
29,0.23283582089552238,0.0
30,0.2245508982035928,0.0
