Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.96,0.8255813953488372,0.28,0.4883720930232558,0.0,0.011627906976744186
2,0.96,0.7176470588235294,0.2,0.3764705882352941,0.0,0.0
3,0.78,0.5595238095238095,0.16,0.30952380952380953,0.0,0.0
4,0.58,0.42168674698795183,0.12,0.24096385542168675,0.0,0.0
5,0.34,0.3170731707317073,0.08,0.17073170731707318,0.0,0.0
6,0.26,0.16049382716049382,0.04,0.09876543209876543,0.0,0.0
7,0.24,0.1125,0.02,0.05,0.0,0.0
8,0.18,0.11392405063291139,0.0,0.012658227848101266,0.0,0.0
9,0.14,0.11538461538461539,0.0,0.0,0.0,0.0
10,0.08,0.09090909090909091,0.0,0.0,0.0,0.0
11,0.08,0.06578947368421052,0.0,0.0,0.0,0.0
12,0.08,0.06666666666666667,0.0,0.0,0.0,0.0
13,0.06,0.05405405405405406,0.0,0.0,0.0,0.0
14,0.06,0.0273972602739726,0.0,0.0,0.0,0.0
15,0.06,0.013888888888888888,0.0,0.0,0.0,0.0
16,0.06,0.0,0.0,0.0,0.0,0.0
17,0.06,0.0,0.0,0.0,0.0,0.0
18,0.04,0.0,0.0,0.0,0.0,0.0
19,0.04,0.0,0.0,0.0,0.0,0.0
20,0.04,0.0,0.0,0.0,0.0,0.0
21,0.02,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
