Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.008264462809917356,0.8457300275482094,0.29201101928374656
2,0.0027624309392265192,0.8204419889502762,0.15469613259668508
3,0.0,0.7950138504155124,0.09141274238227147
4,0.0,0.7722222222222223,0.06388888888888888
5,0.0,0.7493036211699164,0.04456824512534819
6,0.0,0.729050279329609,0.036312849162011177
7,0.0,0.711484593837535,0.03081232492997199
8,0.0,0.6938202247191011,0.025280898876404494
9,0.0,0.6788732394366197,0.01971830985915493
10,0.0,0.6638418079096046,0.014124293785310734
11,0.0,0.6515580736543909,0.0113314447592068
12,0.0,0.6420454545454546,0.008522727272727272
13,0.0,0.6324786324786325,0.005698005698005698
14,0.0,0.6228571428571429,0.002857142857142857
15,0.0,0.6131805157593123,0.0
16,0.0,0.603448275862069,0.0
17,0.0,0.5936599423631124,0.0
18,0.0,0.5838150289017341,0.0
19,0.0,0.5739130434782609,0.0
20,0.0,0.563953488372093,0.0
21,0.0,0.5539358600583091,0.0
22,0.0,0.543859649122807,0.0
23,0.0,0.533724340175953,0.0
24,0.0,0.5235294117647059,0.0
25,0.0,0.5132743362831859,0.0
26,0.0,0.5029585798816568,0.0
27,0.0,0.49258160237388726,0.0
28,0.0,0.48214285714285715,0.0
29,0.0,0.4716417910447761,0.0
30,0.0,0.45808383233532934,0.0
