Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.650137741046832,0.03305785123966942
2,0.0,0.6187845303867403,0.0027624309392265192
3,0.0,0.5872576177285319,0.0
4,0.0,0.5583333333333333,0.0
5,0.0,0.5292479108635098,0.0
6,0.0,0.5027932960893855,0.0
7,0.0,0.47619047619047616,0.0
8,0.0,0.449438202247191,0.0
9,0.0,0.4225352112676056,0.0
10,0.0,0.3983050847457627,0.0
11,0.0,0.37960339943342775,0.0
12,0.0,0.36079545454545453,0.0
13,0.0,0.34472934472934474,0.0
14,0.0,0.32857142857142857,0.0
15,0.0,0.3123209169054441,0.0
16,0.0,0.2959770114942529,0.0
17,0.0,0.2824207492795389,0.0
18,0.0,0.27167630057803466,0.0
19,0.0,0.2608695652173913,0.0
20,0.0,0.25,0.0
21,0.0,0.239067055393586,0.0
22,0.0,0.22807017543859648,0.0
23,0.0,0.21700879765395895,0.0
24,0.0,0.20588235294117646,0.0
25,0.0,0.19469026548672566,0.0
26,0.0,0.1834319526627219,0.0
27,0.0,0.17210682492581603,0.0
28,0.0,0.16071428571428573,0.0
29,0.0,0.14925373134328357,0.0
30,0.0,0.1377245508982036,0.0
