Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.92,0.7790697674418605,0.24,0.4883720930232558,0.0,0.011627906976744186
2,0.86,0.6705882352941176,0.18,0.3764705882352941,0.0,0.0
3,0.68,0.5238095238095238,0.14,0.30952380952380953,0.0,0.0
4,0.52,0.3855421686746988,0.1,0.24096385542168675,0.0,0.0
5,0.22,0.25609756097560976,0.06,0.17073170731707318,0.0,0.0
6,0.14,0.08641975308641975,0.04,0.09876543209876543,0.0,0.0
7,0.12,0.0375,0.02,0.05,0.0,0.0
8,0.08,0.02531645569620253,0.0,0.012658227848101266,0.0,0.0
9,0.06,0.02564102564102564,0.0,0.0,0.0,0.0
10,0.04,0.012987012987012988,0.0,0.0,0.0,0.0
11,0.04,0.0,0.0,0.0,0.0,0.0
12,0.04,0.0,0.0,0.0,0.0,0.0
13,0.02,0.0,0.0,0.0,0.0,0.0
14,0.02,0.0,0.0,0.0,0.0,0.0
15,0.02,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
