Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.9146005509641874,0.6060606060606061,0.29201101928374656
2,0.7044198895027625,0.47790055248618785,0.15469613259668508
3,0.46537396121883656,0.37950138504155123,0.09141274238227147
4,0.2861111111111111,0.30277777777777776,0.06388888888888888
5,0.19220055710306408,0.24233983286908078,0.04456824512534819
6,0.13966480446927373,0.19553072625698323,0.036312849162011177
7,0.09243697478991597,0.16246498599439776,0.03081232492997199
8,0.0702247191011236,0.13202247191011235,0.025280898876404494
9,0.056338028169014086,0.10985915492957747,0.01971830985915493
10,0.05084745762711865,0.09322033898305085,0.014124293785310734
11,0.039660056657223795,0.0821529745042493,0.0113314447592068
12,0.03409090909090909,0.07102272727272728,0.008522727272727272
13,0.03133903133903134,0.05982905982905983,0.005698005698005698
14,0.022857142857142857,0.04857142857142857,0.002857142857142857
15,0.017191977077363897,0.03724928366762178,0.0
16,0.011494252873563218,0.02586206896551724,0.0
17,0.011527377521613832,0.01729106628242075,0.0
18,0.005780346820809248,0.011560693641618497,0.0
19,0.002898550724637681,0.008695652173913044,0.0
20,0.0,0.005813953488372093,0.0
21,0.0,0.0029154518950437317,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
