Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.92,0.8023255813953488,0.28,0.5,0.0,0.011627906976744186
2,0.88,0.6941176470588235,0.2,0.38823529411764707,0.0,0.0
3,0.72,0.5476190476190477,0.16,0.32142857142857145,0.0,0.0
4,0.56,0.3855421686746988,0.12,0.25301204819277107,0.0,0.0
5,0.28,0.25609756097560976,0.08,0.18292682926829268,0.0,0.0
6,0.18,0.09876543209876543,0.04,0.1111111111111111,0.0,0.0
7,0.16,0.075,0.02,0.05,0.0,0.0
8,0.1,0.06329113924050633,0.0,0.012658227848101266,0.0,0.0
9,0.08,0.0641025641025641,0.0,0.0,0.0,0.0
10,0.04,0.03896103896103896,0.0,0.0,0.0,0.0
11,0.04,0.02631578947368421,0.0,0.0,0.0,0.0
12,0.04,0.02666666666666667,0.0,0.0,0.0,0.0
13,0.02,0.013513513513513514,0.0,0.0,0.0,0.0
14,0.02,0.0,0.0,0.0,0.0,0.0
15,0.02,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
