Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.96,0.9302325581395349,0.32,0.5232558139534884,0.0,0.011627906976744186
2,0.96,0.8470588235294118,0.2,0.4235294117647059,0.0,0.0
3,0.88,0.7023809523809523,0.16,0.34523809523809523,0.0,0.0
4,0.72,0.5180722891566265,0.12,0.27710843373493976,0.0,0.0
5,0.46,0.43902439024390244,0.1,0.2073170731707317,0.0,0.0
6,0.32,0.2962962962962963,0.08,0.13580246913580246,0.0,0.0
7,0.3,0.25,0.06,0.075,0.0,0.0
8,0.2,0.22784810126582278,0.04,0.012658227848101266,0.0,0.0
9,0.18,0.23076923076923078,0.02,0.0,0.0,0.0
10,0.16,0.19480519480519481,0.0,0.0,0.0,0.0
11,0.12,0.13157894736842105,0.0,0.0,0.0,0.0
12,0.12,0.13333333333333333,0.0,0.0,0.0,0.0
13,0.1,0.10810810810810811,0.0,0.0,0.0,0.0
14,0.06,0.0821917808219178,0.0,0.0,0.0,0.0
15,0.06,0.06944444444444445,0.0,0.0,0.0,0.0
16,0.06,0.07042253521126761,0.0,0.0,0.0,0.0
17,0.06,0.04285714285714286,0.0,0.0,0.0,0.0
18,0.06,0.043478260869565216,0.0,0.0,0.0,0.0
19,0.04,0.04411764705882353,0.0,0.0,0.0,0.0
20,0.04,0.04477611940298507,0.0,0.0,0.0,0.0
21,0.04,0.030303030303030304,0.0,0.0,0.0,0.0
22,0.02,0.03076923076923077,0.0,0.0,0.0,0.0
23,0.0,0.03125,0.0,0.0,0.0,0.0
24,0.0,0.031746031746031744,0.0,0.0,0.0,0.0
25,0.0,0.016129032258064516,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
