THR,Frames,FPR,TPR,TTD
1,701,0.2822822822822823,0.4157608695652174,82
2,700,0.06606606606606606,0.17166212534059946,1314
3,699,0.024024024024024024,0.14207650273224043,1514
4,698,0.009009009009009009,0.12054794520547946,18114
5,697,0.003003003003003003,0.11538461538461539,18314
6,696,0.0,0.11019283746556474,18514
7,695,0.0,0.10497237569060773,18714
8,694,0.0,0.0997229916897507,18914
9,693,0.0,0.09444444444444444,19114
10,692,0.0,0.08913649025069638,19314
11,691,0.0,0.08379888268156424,19514
12,690,0.0,0.0784313725490196,19714
13,689,0.0,0.0702247191011236,19914
14,688,0.0,0.061971830985915494,22914
15,687,0.0,0.05649717514124294,23114
16,686,0.0,0.05099150141643059,23314
17,685,0.0,0.045454545454545456,23514
18,684,0.0,0.039886039886039885,23734
19,683,0.0,0.03428571428571429,23914
20,682,0.0,0.02865329512893983,24114
21,681,0.0,0.022988505747126436,24314
22,680,0.0,0.01729106628242075,24514
23,679,0.0,0.011560693641618497,24714
24,678,0.0,0.005797101449275362,24914
25,677,0.0,0.0,0
