THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,141,0.6595744680851063,0.15602836879432624,0.0070921985815602835
2,140,0.35714285714285715,0.0,0.0
3,139,0.18705035971223022,0.0,0.0
4,138,0.11594202898550725,0.0,0.0
5,137,0.08029197080291971,0.0,0.0
6,136,0.058823529411764705,0.0,0.0
7,135,0.05185185185185185,0.0,0.0
8,134,0.05223880597014925,0.0,0.0
9,133,0.045112781954887216,0.0,0.0
10,132,0.030303030303030304,0.0,0.0
11,131,0.030534351145038167,0.0,0.0
12,130,0.03076923076923077,0.0,0.0
13,129,0.023255813953488372,0.0,0.0
14,128,0.0234375,0.0,0.0
15,127,0.023622047244094488,0.0,0.0
16,126,0.015873015873015872,0.0,0.0
17,125,0.016,0.0,0.0
18,124,0.016129032258064516,0.0,0.0
19,123,0.016260162601626018,0.0,0.0
20,122,0.00819672131147541,0.0,0.0
21,121,0.0,0.0,0.0
22,120,0.0,0.0,0.0
23,119,0.0,0.0,0.0
24,118,0.0,0.0,0.0
25,117,0.0,0.0,0.0
26,116,0.0,0.0,0.0
27,115,0.0,0.0,0.0
28,114,0.0,0.0,0.0
29,113,0.0,0.0,0.0
30,112,0.0,0.0,0.0
