Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.1184573002754821,0.5619834710743802,0.29201101928374656
2,0.027624309392265192,0.46408839779005523,0.15469613259668508
3,0.0221606648199446,0.3878116343490305,0.09141274238227147
4,0.019444444444444445,0.3277777777777778,0.06388888888888888
5,0.013927576601671309,0.2757660167130919,0.04456824512534819
6,0.00558659217877095,0.22905027932960895,0.036312849162011177
7,0.0028011204481792717,0.19607843137254902,0.03081232492997199
8,0.0,0.17415730337078653,0.025280898876404494
9,0.0,0.15492957746478872,0.01971830985915493
10,0.0,0.1384180790960452,0.014124293785310734
11,0.0,0.12181303116147309,0.0113314447592068
12,0.0,0.10795454545454546,0.008522727272727272
13,0.0,0.09401709401709402,0.005698005698005698
14,0.0,0.08,0.002857142857142857
15,0.0,0.07163323782234957,0.0
16,0.0,0.06321839080459771,0.0
17,0.0,0.05475504322766571,0.0
18,0.0,0.046242774566473986,0.0
19,0.0,0.03768115942028986,0.0
20,0.0,0.029069767441860465,0.0
21,0.0,0.023323615160349854,0.0
22,0.0,0.017543859649122806,0.0
23,0.0,0.011730205278592375,0.0
24,0.0,0.008823529411764706,0.0
25,0.0,0.0058997050147492625,0.0
26,0.0,0.0029585798816568047,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
