Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,0.0,0.12,0.7714285714285715,0.02,0.15714285714285714
2,0.0,0.0,0.1,0.7536231884057971,0.0,0.11594202898550725
3,0.0,0.0,0.08,0.7352941176470589,0.0,0.07352941176470588
4,0.0,0.0,0.06,0.7164179104477612,0.0,0.029850746268656716
5,0.0,0.0,0.04,0.696969696969697,0.0,0.0
6,0.0,0.0,0.02,0.676923076923077,0.0,0.0
7,0.0,0.0,0.0,0.65625,0.0,0.0
8,0.0,0.0,0.0,0.6349206349206349,0.0,0.0
9,0.0,0.0,0.0,0.6129032258064516,0.0,0.0
10,0.0,0.0,0.0,0.5901639344262295,0.0,0.0
11,0.0,0.0,0.0,0.5666666666666667,0.0,0.0
12,0.0,0.0,0.0,0.5423728813559322,0.0,0.0
13,0.0,0.0,0.0,0.5172413793103449,0.0,0.0
14,0.0,0.0,0.0,0.49122807017543857,0.0,0.0
15,0.0,0.0,0.0,0.4642857142857143,0.0,0.0
16,0.0,0.0,0.0,0.43636363636363634,0.0,0.0
17,0.0,0.0,0.0,0.4074074074074074,0.0,0.0
18,0.0,0.0,0.0,0.37735849056603776,0.0,0.0
19,0.0,0.0,0.0,0.34615384615384615,0.0,0.0
20,0.0,0.0,0.0,0.3137254901960784,0.0,0.0
21,0.0,0.0,0.0,0.28,0.0,0.0
22,0.0,0.0,0.0,0.24489795918367346,0.0,0.0
23,0.0,0.0,0.0,0.20833333333333334,0.0,0.0
24,0.0,0.0,0.0,0.1702127659574468,0.0,0.0
25,0.0,0.0,0.0,0.13043478260869565,0.0,0.0
26,0.0,0.0,0.0,0.08888888888888889,0.0,0.0
27,0.0,0.0,0.0,0.045454545454545456,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
