Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.9118457300275482,0.6060606060606061,0.209366391184573
2,0.6961325966850829,0.47790055248618785,0.11878453038674033
3,0.46537396121883656,0.37950138504155123,0.09418282548476455
4,0.2916666666666667,0.30277777777777776,0.08055555555555556
5,0.1977715877437326,0.24233983286908078,0.07242339832869081
6,0.13966480446927373,0.19553072625698323,0.06424581005586592
7,0.0896358543417367,0.16246498599439776,0.056022408963585436
8,0.0702247191011236,0.13202247191011235,0.05337078651685393
9,0.059154929577464786,0.10985915492957747,0.05070422535211268
10,0.05084745762711865,0.09322033898305085,0.0480225988700565
11,0.039660056657223795,0.0821529745042493,0.0453257790368272
12,0.03409090909090909,0.07102272727272728,0.04261363636363636
13,0.03133903133903134,0.05982905982905983,0.039886039886039885
14,0.022857142857142857,0.04857142857142857,0.037142857142857144
15,0.017191977077363897,0.03724928366762178,0.034383954154727794
16,0.014367816091954023,0.02586206896551724,0.031609195402298854
17,0.011527377521613832,0.01729106628242075,0.02881844380403458
18,0.005780346820809248,0.011560693641618497,0.02601156069364162
19,0.002898550724637681,0.008695652173913044,0.02318840579710145
20,0.0,0.005813953488372093,0.020348837209302327
21,0.0,0.0029154518950437317,0.01749271137026239
22,0.0,0.0,0.014619883040935672
23,0.0,0.0,0.011730205278592375
24,0.0,0.0,0.008823529411764706
25,0.0,0.0,0.0058997050147492625
26,0.0,0.0,0.0029585798816568047
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
