Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.6595744680851063,0.0070921985815602835,0.0
2,0.35714285714285715,0.0,0.0
3,0.18705035971223022,0.0,0.0
4,0.11594202898550725,0.0,0.0
5,0.08029197080291971,0.0,0.0
6,0.058823529411764705,0.0,0.0
7,0.05185185185185185,0.0,0.0
8,0.05223880597014925,0.0,0.0
9,0.045112781954887216,0.0,0.0
10,0.030303030303030304,0.0,0.0
11,0.030534351145038167,0.0,0.0
12,0.03076923076923077,0.0,0.0
13,0.023255813953488372,0.0,0.0
14,0.0234375,0.0,0.0
15,0.023622047244094488,0.0,0.0
16,0.015873015873015872,0.0,0.0
17,0.016,0.0,0.0
18,0.016129032258064516,0.0,0.0
19,0.016260162601626018,0.0,0.0
20,0.00819672131147541,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
