TimeUS,gprLat,gprLng,gprAlt,gprN,gprE,gprD
 96250905, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96253776, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96255874, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96258526, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96260889, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96263918, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96265924, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96268533, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96270903, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96273764, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96275907, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96278537, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96280892, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96283769, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96285906, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96288491, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96290934, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96293754, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96295960, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96298533, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96300909, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96303856, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96305893, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96308534, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96310899, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96314039, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96315921, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96318517, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96320911, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96323802, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96325889, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96328527, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96330891, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96334249, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96335923, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96338507, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96340869, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96343786, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96345915, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96348560, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96350912, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96353776, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96355893, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96358538, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96360926, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96363772, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96365904, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96368532, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96370884, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96373780, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96375920, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96378489, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96380950, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96383761, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96385880, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96388570, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96390917, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96393759, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96395908, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96398513, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96400939, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96403895, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96405903, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96408515, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96410904, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96413778, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96415885, 389156431, -953179433, -1, 0.022, -0.008, 0.052
 96418584, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96420908, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96424021, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96425951, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96428500, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96430863, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96433781, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96435882, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96438531, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96440899, 389156431, -953179432, -1, -0.012, -0.004, 0.017
 96443788, 389156431, -953179432, -1, -0.012, -0.004, 0.017
