TimeUS,m00,m01,m02,m10,m11,m12,m20,m21,m22
 162678794, 0.9881642, -0.0994793, 0.1167703, 0.1471601, 0.8296507, -0.5385385, -0.04330516, 0.5493484, 0.8344705
 162681305, 0.9881982, -0.0998526, 0.1161638, 0.1472077, 0.8287571, -0.5398998, -0.04236115, 0.5506281, 0.8336751
 162684590, 0.9881393, -0.100098, 0.1164521, 0.1475946, 0.8284138, -0.5403208, -0.04238546, 0.5511, 0.8333622
 162686347, 0.9881856, -0.1006571, 0.1155747, 0.1476499, 0.8274414, -0.5417936, -0.04109589, 0.5524572, 0.8325276
 162688808, 0.9883319, -0.1010951, 0.1139293, 0.1471738, 0.8265409, -0.5432955, -0.03924269, 0.5537237, 0.8317753
 162691274, 0.9885265, -0.1018214, 0.1115701, 0.1465488, 0.8254532, -0.5451153, -0.03659153, 0.5552114, 0.8309039
 162694099, 0.9885321, -0.1021898, 0.1111834, 0.1466658, 0.8250496, -0.5456944, -0.03596737, 0.5557432, 0.8305756
 162696271, 0.988454, -0.1027017, 0.1114054, 0.1472531, 0.8243905, -0.5465317, -0.03571182, 0.5566263, 0.8299952
 162698812, 0.9885084, -0.1030921, 0.1105584, 0.1471726, 0.8233305, -0.5481488, -0.0345163, 0.5581209, 0.8290415
 162701285, 0.9887497, -0.1037254, 0.1077725, 0.1462124, 0.822219, -0.5500708, -0.03155633, 0.55964, 0.8281348
 162704157, 0.9889505, -0.1041936, 0.1054553, 0.1453235, 0.8219357, -0.5507295, -0.02929498, 0.5599693, 0.8279954
 162706362, 0.9889962, -0.1048126, 0.1044079, 0.1452855, 0.8212259, -0.5517973, -0.02790721, 0.5608944, 0.827417
 162708806, 0.9888903, -0.1050656, 0.105153, 0.1459498, 0.8204249, -0.5528127, -0.02818854, 0.5620182, 0.8266444
 162711318, 0.98886, -0.1056248, 0.1048788, 0.1463364, 0.8187824, -0.5551408, -0.02723626, 0.564304, 0.8251177
 162714244, 0.9889976, -0.1061465, 0.1030372, 0.1457636, 0.8180512, -0.5563679, -0.02523323, 0.5652655, 0.824523
 162716288, 0.9893176, -0.1068539, 0.09916132, 0.1441667, 0.8179669, -0.5569077, -0.0216029, 0.5652543, 0.8246339
 162718814, 0.9894311, -0.1073119, 0.09752109, 0.1436374, 0.817461, -0.5577866, -0.01986253, 0.5658992, 0.8242353
 162721288, 0.9892842, -0.1077551, 0.0985162, 0.144621, 0.8158154, -0.5599377, -0.02003486, 0.568185, 0.822657
 162724634, 0.9891683, -0.10795, 0.09946233, 0.1453549, 0.8147423, -0.5613085, -0.0204429, 0.5696859, 0.8216082
 162726308, 0.9892728, -0.1084542, 0.09786221, 0.1448924, 0.8137401, -0.5628794, -0.01858775, 0.5710208, 0.8207251
 162728828, 0.9894506, -0.1089781, 0.09545369, 0.1439567, 0.8135201, -0.5634372, -0.01625121, 0.5712345, 0.8206261
 162731355, 0.9896877, -0.1095283, 0.0923128, 0.1426309, 0.812967, -0.5645717, -0.01321066, 0.5719163, 0.8202056
 162734578, 0.9896463, -0.1099644, 0.0922389, 0.1429715, 0.8118045, -0.5661561, -0.01262292, 0.5734819, 0.8191211
 162736333, 0.9893504, -0.1104668, 0.09477829, 0.1448753, 0.81015, -0.5680389, -0.01403516, 0.5757205, 0.8175261
 162738773, 0.9892595, -0.1107073, 0.09544429, 0.1454723, 0.809402, -0.5689518, -0.01426573, 0.5767255, 0.8168135
 162741313, 0.9894399, -0.1114162, 0.09271079, 0.1444906, 0.8087584, -0.5701162, -0.01146043, 0.5774915, 0.8163163
