TimeUS,mX,mY,mZ,obX,obY,ofX,ofY,rfD,gpSA,gpHA,gpVA,gpT,aT,ofT
 96250905, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96250450, 96228
 96253776, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96252950, 96228
 96255874, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96255451, 96228
 96258526, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96257951, 96228
 96260889, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96260451, 96228
 96263918, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96262950, 96228
 96265924, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96265457, 96228
 96268533, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96267950, 96228
 96270903, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96270463, 96228
 96273764, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96272951, 96228
 96275907, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96275465, 96228
 96278537, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96277950, 96228
 96280892, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96280452, 96228
 96283769, 44.699, 188.6043, 519.4944, -0.01076781, 0.03231319, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96282959, 96228
 96285906, 44.699, 188.6043, 519.4944, -0.01097475, 0.03214905, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96285451, 96283
 96288491, 44.699, 188.6043, 519.4944, -0.01097475, 0.03214905, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96287950, 96283
 96290934, 44.699, 188.6043, 519.4944, -0.01097475, 0.03214905, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96290451, 96283
 96293754, 44.699, 188.6043, 519.4944, -0.01097475, 0.03214905, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96292950, 96283
 96295960, 44.699, 188.6043, 519.4944, -0.01097475, 0.03214905, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96295459, 96283
 96298533, 44.699, 188.6043, 519.4944, -0.01097475, 0.03214905, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96297951, 96283
 96300909, 44.699, 188.6043, 519.4944, -0.01097475, 0.03214905, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96300474, 96283
 96303856, 44.699, 188.6043, 519.4944, -0.01097475, 0.03214905, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96302951, 96283
 96305893, 44.699, 188.6043, 519.4944, -0.01097475, 0.03214905, 0, 0, 0.3709369, 0.3, 1.006, 1.209, 96194, 96305451, 96283
