Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.008264462809917356,0.1763085399449036,0.03305785123966942
2,0.0,0.1298342541436464,0.0027624309392265192
3,0.0,0.09695290858725762,0.0
4,0.0,0.07222222222222222,0.0
5,0.0,0.055710306406685235,0.0
6,0.0,0.0446927374301676,0.0
7,0.0,0.036414565826330535,0.0
8,0.0,0.03089887640449438,0.0
9,0.0,0.02535211267605634,0.0
10,0.0,0.022598870056497175,0.0
11,0.0,0.019830028328611898,0.0
12,0.0,0.017045454545454544,0.0
13,0.0,0.014245014245014245,0.0
14,0.0,0.011428571428571429,0.0
15,0.0,0.0057306590257879654,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
