Threshold,GPSOF(FPR),GPSMAG(FPR)
1,0.4490358126721763,0.0
2,0.35082872928176795,0.0
3,0.27146814404432135,0.0
4,0.20555555555555555,0.0
5,0.1532033426183844,0.0
6,0.10614525139664804,0.0
7,0.08123249299719888,0.0
8,0.05898876404494382,0.0
9,0.04225352112676056,0.0
10,0.031073446327683617,0.0
11,0.0226628895184136,0.0
12,0.014204545454545454,0.0
13,0.008547008547008548,0.0
14,0.002857142857142857,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
