Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.008264462809917356,0.7851239669421488,0.29201101928374656
2,0.0027624309392265192,0.7486187845303868,0.15469613259668508
3,0.0,0.7257617728531855,0.09141274238227147
4,0.0,0.7055555555555556,0.06388888888888888
5,0.0,0.6852367688022284,0.04456824512534819
6,0.0,0.6675977653631285,0.036312849162011177
7,0.0,0.6498599439775911,0.03081232492997199
8,0.0,0.6320224719101124,0.025280898876404494
9,0.0,0.6140845070422535,0.01971830985915493
10,0.0,0.596045197740113,0.014124293785310734
11,0.0,0.5779036827195467,0.0113314447592068
12,0.0,0.5653409090909091,0.008522727272727272
13,0.0,0.5527065527065527,0.005698005698005698
14,0.0,0.54,0.002857142857142857
15,0.0,0.5272206303724928,0.0
16,0.0,0.514367816091954,0.0
17,0.0,0.5014409221902018,0.0
18,0.0,0.4884393063583815,0.0
19,0.0,0.4753623188405797,0.0
20,0.0,0.46511627906976744,0.0
21,0.0,0.45481049562682213,0.0
22,0.0,0.4444444444444444,0.0
23,0.0,0.4340175953079179,0.0
24,0.0,0.4235294117647059,0.0
25,0.0,0.41297935103244837,0.0
26,0.0,0.40236686390532544,0.0
27,0.0,0.3916913946587537,0.0
28,0.0,0.37797619047619047,0.0
29,0.0,0.3641791044776119,0.0
30,0.0,0.3502994011976048,0.0
