Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.5041322314049587,0.03305785123966942
2,0.0,0.47790055248618785,0.0027624309392265192
3,0.0,0.4515235457063712,0.0
4,0.0,0.425,0.0
5,0.0,0.4011142061281337,0.0
6,0.0,0.3770949720670391,0.0
7,0.0,0.35294117647058826,0.0
8,0.0,0.32865168539325845,0.0
9,0.0,0.30422535211267604,0.0
10,0.0,0.2796610169491525,0.0
11,0.0,0.26062322946175637,0.0
12,0.0,0.24147727272727273,0.0
13,0.0,0.2222222222222222,0.0
14,0.0,0.2057142857142857,0.0
15,0.0,0.18911174785100288,0.0
16,0.0,0.1752873563218391,0.0
17,0.0,0.16138328530259366,0.0
18,0.0,0.14739884393063585,0.0
19,0.0,0.13333333333333333,0.0
20,0.0,0.11918604651162791,0.0
21,0.0,0.10495626822157435,0.0
22,0.0,0.09064327485380116,0.0
23,0.0,0.07624633431085044,0.0
24,0.0,0.061764705882352944,0.0
25,0.0,0.05014749262536873,0.0
26,0.0,0.04142011834319527,0.0
27,0.0,0.032640949554896145,0.0
28,0.0,0.023809523809523808,0.0
29,0.0,0.014925373134328358,0.0
30,0.0,0.008982035928143712,0.0
