Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.9075907590759076,0.5511551155115512,0.13861386138613863
2,0.7947019867549668,0.4370860927152318,0.033112582781456956
3,0.584717607973422,0.36212624584717606,0.009966777408637873
4,0.3933333333333333,0.2966666666666667,0.0033333333333333335
5,0.2909698996655518,0.24749163879598662,0.0
6,0.23154362416107382,0.2181208053691275,0.0
7,0.18518518518518517,0.19528619528619529,0.0
8,0.13513513513513514,0.17229729729729729,0.0
9,0.11864406779661017,0.14915254237288136,0.0
10,0.1054421768707483,0.12585034013605442,0.0
11,0.08532423208191127,0.10238907849829351,0.0
12,0.07191780821917808,0.0821917808219178,0.0
13,0.06529209621993128,0.06529209621993128,0.0
14,0.06551724137931035,0.05172413793103448,0.0
15,0.05190311418685121,0.04152249134948097,0.0
16,0.041666666666666664,0.03125,0.0
17,0.03832752613240418,0.024390243902439025,0.0
18,0.038461538461538464,0.017482517482517484,0.0
19,0.028070175438596492,0.010526315789473684,0.0
20,0.028169014084507043,0.0035211267605633804,0.0
21,0.028268551236749116,0.0,0.0
22,0.028368794326241134,0.0,0.0
23,0.017793594306049824,0.0,0.0
24,0.014285714285714285,0.0,0.0
25,0.014336917562724014,0.0,0.0
26,0.01079136690647482,0.0,0.0
27,0.007220216606498195,0.0,0.0
28,0.0036231884057971015,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
