THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,432,0.0,0.0,0.0
2,431,0.0,0.0,0.0
3,430,0.0,0.0,0.0
4,429,0.0,0.0,0.0
5,428,0.0,0.0,0.0
6,427,0.0,0.0,0.0
7,426,0.0,0.0,0.0
8,425,0.0,0.0,0.0
9,424,0.0,0.0,0.0
10,423,0.0,0.0,0.0
11,422,0.0,0.0,0.0
12,421,0.0,0.0,0.0
13,420,0.0,0.0,0.0
14,419,0.0,0.0,0.0
15,418,0.0,0.0,0.0
16,417,0.0,0.0,0.0
17,416,0.0,0.0,0.0
18,415,0.0,0.0,0.0
19,414,0.0,0.0,0.0
20,413,0.0,0.0,0.0
21,412,0.0,0.0,0.0
22,411,0.0,0.0,0.0
23,410,0.0,0.0,0.0
24,409,0.0,0.0,0.0
25,408,0.0,0.0,0.0
26,407,0.0,0.0,0.0
27,406,0.0,0.0,0.0
28,405,0.0,0.0,0.0
29,404,0.0,0.0,0.0
30,403,0.0,0.0,0.0
