Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,0.0,0.28,0.6714285714285714,0.0,0.12857142857142856
2,0.0,0.0,0.1,0.6521739130434783,0.0,0.08695652173913043
3,0.0,0.0,0.02,0.6323529411764706,0.0,0.04411764705882353
4,0.0,0.0,0.0,0.6119402985074627,0.0,0.0
5,0.0,0.0,0.0,0.5909090909090909,0.0,0.0
6,0.0,0.0,0.0,0.5692307692307692,0.0,0.0
7,0.0,0.0,0.0,0.546875,0.0,0.0
8,0.0,0.0,0.0,0.5238095238095238,0.0,0.0
9,0.0,0.0,0.0,0.5,0.0,0.0
10,0.0,0.0,0.0,0.47540983606557374,0.0,0.0
11,0.0,0.0,0.0,0.45,0.0,0.0
12,0.0,0.0,0.0,0.423728813559322,0.0,0.0
13,0.0,0.0,0.0,0.39655172413793105,0.0,0.0
14,0.0,0.0,0.0,0.3684210526315789,0.0,0.0
15,0.0,0.0,0.0,0.3392857142857143,0.0,0.0
16,0.0,0.0,0.0,0.3090909090909091,0.0,0.0
17,0.0,0.0,0.0,0.2777777777777778,0.0,0.0
18,0.0,0.0,0.0,0.24528301886792453,0.0,0.0
19,0.0,0.0,0.0,0.21153846153846154,0.0,0.0
20,0.0,0.0,0.0,0.17647058823529413,0.0,0.0
21,0.0,0.0,0.0,0.14,0.0,0.0
22,0.0,0.0,0.0,0.10204081632653061,0.0,0.0
23,0.0,0.0,0.0,0.0625,0.0,0.0
24,0.0,0.0,0.0,0.02127659574468085,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
