Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.4573002754820937,0.03305785123966942
2,0.0,0.4281767955801105,0.0027624309392265192
3,0.0,0.40166204986149584,0.0
4,0.0,0.375,0.0
5,0.0,0.34818941504178275,0.0
6,0.0,0.32122905027932963,0.0
7,0.0,0.2969187675070028,0.0
8,0.0,0.27247191011235955,0.0
9,0.0,0.2507042253521127,0.0
10,0.0,0.23163841807909605,0.0
11,0.0,0.21246458923512748,0.0
12,0.0,0.19318181818181818,0.0
13,0.0,0.17663817663817663,0.0
14,0.0,0.16,0.0
15,0.0,0.14613180515759314,0.0
16,0.0,0.13218390804597702,0.0
17,0.0,0.11527377521613832,0.0
18,0.0,0.09826589595375723,0.0
19,0.0,0.08115942028985507,0.0
20,0.0,0.06686046511627906,0.0
21,0.0,0.052478134110787174,0.0
22,0.0,0.038011695906432746,0.0
23,0.0,0.026392961876832845,0.0
24,0.0,0.020588235294117647,0.0
25,0.0,0.017699115044247787,0.0
26,0.0,0.014792899408284023,0.0
27,0.0,0.011869436201780416,0.0
28,0.0,0.008928571428571428,0.0
29,0.0,0.005970149253731343,0.0
30,0.0,0.0029940119760479044,0.0
